cik,ticker,company_name,company_name_normalized
1551047,BPRE,Bluerock Private Real Estate Fund,bluerock private real estate fund
1551152,ABBV,AbbVie Inc.,abbvie
1551182,ETN,Eaton Corp plc,eaton corp plc
1551306,PGNY,"Progyny, Inc.",progyny
1551468,CPNNF,Central Pattana Public Co Limited/ADR,central pattana public co limited/adr
1551468,CTPUF,Central Pattana Public Co Limited/ADR,central pattana public co limited/adr
1551468,CPPBY,Central Pattana Public Co Limited/ADR,central pattana public co limited/adr
1551901,SCM,Stellus Capital Investment Corp,stellus capital investment
1552000,MPLX,MPLX LP,mplx
1552000,MPLXP,MPLX LP,mplx
1552033,TRU,TransUnion,transunion
1552189,PLSH,"PANACEA LIFE SCIENCES HOLDINGS, INC.",panacea life sciences holdings
1552198,WHF,"WhiteHorse Finance, Inc.",whitehorse finance
1552198,WHFCL,"WhiteHorse Finance, Inc.",whitehorse finance
1552275,SUN,Sunoco LP,sunoco
1552670,TAOP,Taoping Inc.,taoping
1552797,DKL,"Delek Logistics Partners, LP",delek logistics partners
1552800,TTSH,"TILE SHOP HOLDINGS, INC.",tile shop holdings
1553079,FISK,"Empire State Realty OP, L.P.",empire state realty op
1553079,ESBA,"Empire State Realty OP, L.P.",empire state realty op
1553079,OGCP,"Empire State Realty OP, L.P.",empire state realty op
1553264,APSI,AQUA POWER SYSTEMS INC.,aqua power systems
1553643,RLMD,"RELMADA THERAPEUTICS, INC.",relmada therapeutics
1553788,SBEV,"SPLASH BEVERAGE GROUP, INC.",splash beverage group
1553846,RDHL,RedHill Biopharma Ltd.,redhill biopharma
1554625,PRIF-PL,"Priority Income Fund, Inc.",priority income fund
1554625,PRIF-PD,"Priority Income Fund, Inc.",priority income fund
1554625,PRIF-PK,"Priority Income Fund, Inc.",priority income fund
1554697,GHY,"PGIM Global High Yield Fund, Inc.",pgim global high yield fund
1554818,AUUD,AUDDIA INC.,auddia
1555017,SKYI,"Sky Century Investment, Inc.",sky century investment
1555279,MASS,908 Devices Inc.,908 devices
1555280,ZTS,Zoetis Inc.,zoetis
1555815,TSCFY,Tisco Financial Group Public Co Limited/ADR,tisco financial group public co limited/adr
1555980,FPRGF,Falco Resources Ltd.,falco resources
1556593,RITM-PF,Rithm Capital Corp.,rithm capital
1556593,RITM-PC,Rithm Capital Corp.,rithm capital
1556593,RITM-PB,Rithm Capital Corp.,rithm capital
1556593,RITM-PA,Rithm Capital Corp.,rithm capital
1556593,RITM-PD,Rithm Capital Corp.,rithm capital
1556593,RITM-PE,Rithm Capital Corp.,rithm capital
1556593,RITM,Rithm Capital Corp.,rithm capital
1556727,FNWB,First Northwest Bancorp,first northwest bancorp
1556739,THRY,"Thryv Holdings, Inc.",thryv holdings
1556801,MYCB,"My City Builders, Inc.",my city builders
1557376,ZEOX,"Zeo ScientifiX, Inc.",zeo scientifix
1557440,COGDF,Compass Gold Corp,compass gold
1557523,PGZ,Principal Real Estate Income Fund,principal real estate income fund
1557746,ACRS,"Aclaris Therapeutics, Inc.",aclaris therapeutics
1557798,CIIT,"Tianci International, Inc.",tianci international
1557860,GLOB,Globant S.A.,globant s.a
1558569,ISPC,iSpecimen Inc.,ispecimen
1558740,WNLV,Winvest Group Ltd,winvest group
1559053,PRTA,PROTHENA CORP PUBLIC LTD CO,prothena corp public ltd
1559432,TXO,"TXO Partners, L.P.",txo partners
1559720,ABNB,"Airbnb, Inc.",airbnb
1559865,EVTC,"EVERTEC, Inc.",evertec
1559991,DFP,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc,flaherty & crumrine dynamic preferred & income fund
1560143,WYTC,WYTEC INTERNATIONAL INC,wytec international
1560258,ECOR,"electroCore, Inc.",electrocore
1560293,TNONW,"Tenon Medical, Inc.",tenon medical
1560293,TNON,"Tenon Medical, Inc.",tenon medical
1560327,RPD,"Rapid7, Inc.",rapid7
1560385,FWONK,Liberty Media Corp,liberty media
1560385,FWONB,Liberty Media Corp,liberty media
1560385,FWONA,Liberty Media Corp,liberty media
1560672,EARN,Ellington Credit Co,ellington credit
1560672,ELLA,Ellington Credit Co,ellington credit
1560968,SMSOF,Samsonite International SA/ADR,samsonite international sa/adr
1560968,SMSGY,Samsonite International SA/ADR,samsonite international sa/adr
1561032,HLTC,"National Healthcare Properties, Inc.",national healthcare properties
1561032,NHPAP,"National Healthcare Properties, Inc.",national healthcare properties
1561032,NHPBP,"National Healthcare Properties, Inc.",national healthcare properties
1561032,NHP,"National Healthcare Properties, Inc.",national healthcare properties
1561550,DDOG,"Datadog, Inc.",datadog
1561861,AERO,"Grupo Aeromexico, S.A.B. de C.V.","grupo aeromexico, s.a.b. de c.v"
1561894,HASI,"HA Sustainable Infrastructure Capital, Inc.",ha sustainable infrastructure capital
1561921,TELA,"TELA Bio, Inc.",tela bio
1562051,NML,Neuberger Energy Infrastructure & Income Fund Inc.,neuberger energy infrastructure & income fund
1562088,DUOL,"Duolingo, Inc.",duolingo
1562151,CWGL,"Crimson Wine Group, Ltd",crimson wine group
1562294,EYUUF,Electricity Generating Public Co Limited/ADR,electricity generating public co limited/adr
1562294,EYGPF,Electricity Generating Public Co Limited/ADR,electricity generating public co limited/adr
1562294,EYUBY,Electricity Generating Public Co Limited/ADR,electricity generating public co limited/adr
1562296,TUFBY,Thai Union Group Public Co Limited/ADR,thai union group public co limited/adr
1562296,TUFUF,Thai Union Group Public Co Limited/ADR,thai union group public co limited/adr
1562296,THFRF,Thai Union Group Public Co Limited/ADR,thai union group public co limited/adr
1562401,AMH-PH,American Homes 4 Rent,american homes 4 rent
1562401,AMH-PG,American Homes 4 Rent,american homes 4 rent
1562401,AMH,American Homes 4 Rent,american homes 4 rent
1562463,INBK,First Internet Bancorp,first internet bancorp
1562463,INBKZ,First Internet Bancorp,first internet bancorp
1562476,TMHC,Taylor Morrison Home Corp,taylor morrison home
1562528,FBRT-PE,"Franklin BSP Realty Trust, Inc.",franklin bsp realty trust
1562528,FBRT,"Franklin BSP Realty Trust, Inc.",franklin bsp realty trust
1562530,WTHVF,Westhaven Gold Corp.,westhaven gold
1562733,SNYR,Synergy CHC Corp.,synergy chc
1562805,XZJCF,Mitsui Kinzoku Co Ltd./ADR,mitsui kinzoku co ltd./adr
1562818,BIT,BlackRock Multi-Sector Income Trust,blackrock multi-sector income trust
1562823,HHLKF,Hot Chili Ltd,hot chili
1563190,COMP,"Compass, Inc.",compass
1563411,CSTM,CONSTELLIUM SE,constellium se
1563568,AZIO,"AZIO AI HOLDINGS, INC.",azio ai holdings
1563577,GRTX,"Galera Therapeutics, Inc.",galera therapeutics
1563577,GRTXD,"Galera Therapeutics, Inc.",galera therapeutics
1563665,HRGN,"Harvard Apparatus Regenerative Technology, Inc.",harvard apparatus regenerative technology
1563696,ETX,Eaton Vance Municipal Income 2028 Term Trust,eaton vance municipal income 2028 term trust
1563880,TRVI,"Trevi Therapeutics, Inc.",trevi therapeutics
1564180,KNOP,KNOT Offshore Partners LP,knot offshore partners
1564408,SNAP,Snap Inc,snap
1564538,GRTUF,GRANITE REAL ESTATE INVESTMENT TRUST,granite real estate investment trust
1564708,NWSA,NEWS CORP,news
1564708,NWSLL,NEWS CORP,news
1564708,NWS,NEWS CORP,news
1564902,PRKS,United Parks & Resorts Inc.,united parks & resorts
1565025,ABEV,AMBEV S.A.,ambev s.a
1565146,GULTU,Gulf Coast Ultra Deep Royalty Trust,gulf coast ultra deep royalty trust
1565228,VISL,"Vislink Technologies, Inc.",vislink technologies
1565381,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",bny mellon municipal bond infrastructure fund
1565687,INTA,"Intapp, Inc.",intapp
1566044,VYNE,VYNE Therapeutics Inc.,vyne therapeutics
1566073,PGZFF,Pan Global Resources Inc.,pan global resources
1566388,DSL,DoubleLine Income Solutions Fund,doubleline income solutions fund
1566610,TONX,TON Strategy Co,ton strategy
1566826,LGMK,"LogicMark, Inc.",logicmark
1567094,CNH,CNH Industrial N.V.,cnh industrial n.v
1567264,INTS,"INTENSITY THERAPEUTICS, INC.",intensity therapeutics
1567526,IHICF,IHI Corporation/ADR,ihi corporation/adr
1567529,KMDA,KAMADA LTD,kamada
1567569,FPF,First Trust Intermediate Duration Preferred & Income Fund,first trust intermediate duration preferred & income fund
1567663,ATCMF,ATICO MINING Corp,atico mining
1567683,CWEN,"Clearway Energy, Inc.",clearway energy
1567900,ALOY,REALLOYS INC.,realloys
1568100,PD,"PagerDuty, Inc.",pagerduty
1568194,FSCO,FS Credit Opportunities Corp.,fs credit opportunities
1568385,BMTM,"Bright Mountain Media, Inc.",bright mountain media
1568628,BQST,Bioquest Corp,bioquest
1568651,OSCR,"Oscar Health, Inc.",oscar health
1568969,LOTT,Techlott Inc.,techlott
1569187,AHRT-PA,"AH Realty Trust, Inc.",ah realty trust
1569187,AHRT,"AH Realty Trust, Inc.",ah realty trust
1569340,CLCS,"Cell Source, Inc.",cell source
1569345,CXM,"Sprinklr, Inc.",sprinklr
1569650,OZK,Bank OZK,bank ozk
1569650,OZKAP,Bank OZK,bank ozk
1569963,LTGHF,Life Healthcare Group Holdings Limited/ADR,life healthcare group holdings limited/adr
1569963,LTGHY,Life Healthcare Group Holdings Limited/ADR,life healthcare group holdings limited/adr
1569964,PINXF,People's Insurance Co (Group) of China Limited/ADR,people's insurance co (group) of china limited/adr
1569994,WSBF,"Waterstone Financial, Inc.",waterstone financial
1570132,ANVI,"ANVI GLOBAL HOLDINGS, INC.",anvi global holdings
1570299,NCHEF,Nichirei Corporation/ADR,nichirei corporation/adr
1570505,PLLMF,EDGE COPPER Corp,edge copper
1570562,EOLS,"Evolus, Inc.",evolus
1570585,LBTYB,Liberty Global Ltd.,liberty global
1570585,LBTYK,Liberty Global Ltd.,liberty global
1570585,LBTYA,Liberty Global Ltd.,liberty global
1570827,VCTR,"Victory Capital Holdings, Inc.",victory capital holdings
1570843,GEBRF,Greenbriar Sustainable Living Inc.,greenbriar sustainable living
1570937,PREM,Premier Air Charter Holdings Inc.,premier air charter holdings
1571123,SAIC,Science Applications International Corp,science applications international
1571283,REXR-PC,"Rexford Industrial Realty, Inc.",rexford industrial realty
1571283,REXR-PB,"Rexford Industrial Realty, Inc.",rexford industrial realty
1571283,REXR,"Rexford Industrial Realty, Inc.",rexford industrial realty
1571776,CHMI-PB,Cherry Hill Mortgage Investment Corp,cherry hill mortgage investment
1571776,CHMI,Cherry Hill Mortgage Investment Corp,cherry hill mortgage investment
1571776,CHMI-PA,Cherry Hill Mortgage Investment Corp,cherry hill mortgage investment
1571934,TAOX,TAO Synergies Inc.,tao synergies
1571949,ICE,"Intercontinental Exchange, Inc.",intercontinental exchange
1571996,DELL,Dell Technologies Inc.,dell technologies
1572334,VABK,Virginia National Bankshares Corp,virginia national bankshares
1572386,GWTI,"GREENWAY TECHNOLOGIES, INC. & SUBSIDIARIES","greenway technologies, inc. & subsidiaries"
1572616,GUTS,"FRACTYL HEALTH, INC.",fractyl health
1572694,GSBD,"Goldman Sachs BDC, Inc.",goldman sachs bdc
1573221,REAL,"TheRealReal, Inc.",therealreal
1573516,MUSA,Murphy USA Inc.,murphy usa
1574085,BHR-PD,Braemar Hotels & Resorts Inc.,braemar hotels & resorts
1574085,BHR-PB,Braemar Hotels & Resorts Inc.,braemar hotels & resorts
1574085,BHR,Braemar Hotels & Resorts Inc.,braemar hotels & resorts
1574094,RNXT,"RenovoRx, Inc.",renovorx
1574197,FPH,"Five Point Holdings, LLC",five point holdings
1574232,ADXN,Addex Therapeutics Ltd.,addex therapeutics
1574235,PULM,"Pulmatrix, Inc.",pulmatrix
1574565,EVGN,Evogene Ltd.,evogene
1574676,NGHI,"Galenfeha, Inc.",galenfeha
1575142,BDPT,"BIOADAPTIVES, INC.",bioadaptives
1575356,PTMSY,PT MDS Retailing Tbk/ADR,pt mds retailing tbk/adr
1575515,SFM,"Sprouts Farmers Market, Inc.",sprouts farmers market
1575793,WATT,Energous Corp,energous
1575858,PUBC,Purebase Corp,purebase
1575965,GLPI,"Gaming & Leisure Properties, Inc.",gaming & leisure properties
1576018,SPNT,SiriusPoint Ltd,siriuspoint
1576159,BDCTF,BuildDirect.com Technologies Inc.,builddirect.com technologies
1576197,SENR,"Strategic Environmental & Energy Resources, Inc.",strategic environmental & energy resources
1576280,GH,"Guardant Health, Inc.",guardant health
1576427,CRTO,Criteo S.A.,criteo s.a
1576789,WIX,Wix.com Ltd.,wix.com
1576873,ABAT,AMERICAN BATTERY TECHNOLOGY Co,american battery technology
1576885,ABOS,"Acumen Pharmaceuticals, Inc.",acumen pharmaceuticals
1576940,CCS,"Century Communities, Inc.",century communities
1576942,SFIX,"Stitch Fix, Inc.",stitch fix
1577437,ASC,Ardmore Shipping Corp,ardmore shipping
1577445,ODYS,Odysight.ai Inc.,odysight.ai
1577526,AI,"C3.ai, Inc.",c3.ai
1577552,BABA,Alibaba Group Holding Ltd,alibaba group holding
1577552,BBAAY,Alibaba Group Holding Ltd,alibaba group holding
1577552,BABAF,Alibaba Group Holding Ltd,alibaba group holding
1577568,HEXEY,Euronext Athens Holding S.A./ADR,euronext athens holding s.a./adr
1577670,LADR,Ladder Capital Corp,ladder capital
1577783,SIREF,Sirios Resources Inc.,sirios resources
1578348,ICMB,"Investcorp Credit Management BDC, Inc.",investcorp credit management bdc
1578453,DLNG,Dynagas LNG Partners LP,dynagas lng partners
1578453,DLNG-PA,Dynagas LNG Partners LP,dynagas lng partners
1578732,MMI,"Marcus & Millichap, Inc.",marcus & millichap
1578955,SBOEF,SBO AG/ADR,sbo ag/adr
1578987,BANX,ArrowMark Financial Corp.,arrowmark financial
1579091,CART,Maplebear Inc.,maplebear
1579157,VNCE,VINCE HOLDING CORP.,vince holding
1579214,EEX,"Emerald Holding, Inc.",emerald holding
1579241,ALLE,Allegion plc,allegion plc
1579298,BURL,"Burlington Stores, Inc.",burlington stores
1579428,AXSM,"Axsome Therapeutics, Inc.",axsome therapeutics
1579684,TDAY,"USA TODAY Co., Inc.",usa today co
1579733,VITL,"Vital Farms, Inc.",vital farms
1579877,OUT,OUTFRONT Media Inc.,outfront media
1579878,FIG,"Figma, Inc.",figma
1580110,LBCMF,Copper Giant Resources Corp.,copper giant resources
1580149,BIVIW,BIOVIE INC.,biovie
1580149,BIVI,BIOVIE INC.,biovie
1580226,HCTPF,Hutchison Port Holdings Trust/ADR,hutchison port holdings trust/adr
1580262,RTON,"Right On Brands, Inc.",right on brands
1580345,TPVG,TriplePoint Venture Growth BDC Corp.,triplepoint venture growth bdc
1580490,IONI,I-ON Digital Corp.,i-on digital
1580560,FLYW,Flywire Corp,flywire
1580670,LGIH,"LGI Homes, Inc.",lgi homes
1580808,ATEN,"A10 Networks, Inc.",a10 networks
1580864,VRMWW,"Vroom, Inc.",vroom
1580864,VRM,"Vroom, Inc.",vroom
1580905,IBP,"Installed Building Products, Inc.",installed building products
1581068,BRX,Brixmor Property Group Inc.,brixmor property group
1581091,RMAX,"RE/MAX Holdings, Inc.",re/max holdings
1581178,EPRX,EUPRAXIA PHARMACEUTICALS INC.,eupraxia pharmaceuticals
1581280,TWST,Twist Bioscience Corp,twist bioscience
1581285,BCUCF,Brunello Cucinelli S.p.A./ADR,brunello cucinelli s.p.a./adr
1581760,LIFX,"Life360, Inc.",life360
1581760,LIF,"Life360, Inc.",life360
1581804,NVGS,Navigator Holdings Ltd.,navigator holdings
1581990,PAGP,PLAINS GP HOLDINGS LP,plains gp holdings
1582313,XENE,Xenon Pharmaceuticals Inc.,xenon pharmaceuticals
1582554,MTNB,"Matinas BioPharma Holdings, Inc.",matinas biopharma holdings
1582820,IPSOF,IPSOS/ADR,ipsos/adr
1582820,IPSAY,IPSOS/ADR,ipsos/adr
1582961,DOCN,"DigitalOcean Holdings, Inc.",digitalocean holdings
1582982,CCLD,"CareCloud, Inc.",carecloud
1583107,TBPH,"Theravance Biopharma, Inc.",theravance biopharma
1583648,PVLA,"PALVELLA THERAPEUTICS, INC.",palvella therapeutics
1583708,S,"SentinelOne, Inc.",sentinelone
1583771,HEPA,"Hepion Pharmaceuticals, Inc.",hepion pharmaceuticals
1583771,CTRVP,"Hepion Pharmaceuticals, Inc.",hepion pharmaceuticals
1583962,KTGDF,K2 Gold Corp,k2 gold
1584207,OMF,"OneMain Holdings, Inc.",onemain holdings
1584273,SNROF,"Sanrio Company, Ltd./ADR","sanrio company, ltd./adr"
1584273,SNROY,"Sanrio Company, Ltd./ADR","sanrio company, ltd./adr"
1584297,MNSKY,MoneySupermarket.com Group PLC/ADR,moneysupermarket.com group plc/adr
1584371,ICCM,IceCure Medical Ltd.,icecure medical
1584480,GTIC,"Greentech Innovations, Inc.",greentech innovations
1584509,ARMK,Aramark,aramark
1584547,GP,GREENPOWER MOTOR Co INC.,greenpower motor
1584549,VFF,"Village Farms International, Inc.",village farms international
1584618,ACRL,"Atacama Resources International, Inc.",atacama resources international
1584693,SSGC,SafeSpace Global Corp,safespace global
1584831,OXBR,OXBRIDGE RE HOLDINGS Ltd,oxbridge re holdings
1584831,OXBRW,OXBRIDGE RE HOLDINGS Ltd,oxbridge re holdings
1585101,HGIT,"HINES GLOBAL INCOME TRUST, INC.",hines global income trust
1585364,PRGO,PERRIGO Co plc,perrigo co plc
1585380,INKW,"Greene Concepts, Inc",greene concepts
1585389,SMA,"SmartStop Self Storage REIT, Inc.",smartstop self storage reit
1585521,ZM,"Zoom Communications, Inc.",zoom communications
1585608,JAGX,"Jaguar Health, Inc.",jaguar health
1585689,HLT,Hilton Worldwide Holdings Inc.,hilton worldwide holdings
1585855,GGZ,Gabelli Global Small & Mid Cap Value Trust,gabelli global small & mid cap value trust
1586554,CBDY,Target Group Inc.,target group
1587523,KN,Knowles Corp,knowles
1587603,WNRS,"WINNERS, INC.",winners
1587732,OGS,"ONE Gas, Inc.",one gas
1587987,NEWTH,"NewtekOne, Inc.",newtekone
1587987,NEWTI,"NewtekOne, Inc.",newtekone
1587987,NEWT,"NewtekOne, Inc.",newtekone
1587987,NEWTP,"NewtekOne, Inc.",newtekone
1587987,NEWTG,"NewtekOne, Inc.",newtekone
1587987,NEWTO,"NewtekOne, Inc.",newtekone
1588014,ADMQ,"ADM ENDEAVORS, INC.",adm endeavors
1588084,TANH,TANTECH HOLDINGS LTD,tantech holdings
1588489,GBTC,Grayscale Bitcoin Trust ETF,grayscale bitcoin trust etf
1588823,TFII,TFI International Inc.,tfi international
1588871,OAKC,"Oakworth Capital, Inc.",oakworth capital
1588978,PRCT,PROCEPT BioRobotics Corp,procept biorobotics
1589061,GYRO,"Gyrodyne, LLC",gyrodyne
1589149,GWAV,"Greenwave Technology Solutions, Inc.",greenwave technology solutions
1589150,RGBPP,Regen BioPharma Inc,regen biopharma
1589150,RGBP,Regen BioPharma Inc,regen biopharma
1589526,BLBD,Blue Bird Corp,blue bird
1590364,FTAIM,FTAI Aviation Ltd.,ftai aviation
1590364,FTAI,FTAI Aviation Ltd.,ftai aviation
1590418,FCUV,FOCUS UNIVERSAL INC.,focus universal
1590560,QURE,uniQure N.V.,uniqure n.v
1590584,CVEO,Civeo Corp,civeo
1590714,ESI,Element Solutions Inc,element solutions
1590715,AREC,American Resources Corp,american resources
1590717,CTRE,"CareTrust REIT, Inc.",caretrust reit
1590750,VRDN,"Viridian Therapeutics, Inc.\DE","viridian therapeutics, inc.\de"
1590877,RGNX,REGENXBIO Inc.,regenxbio
1590895,CZR,"Caesars Entertainment, Inc.",caesars entertainment
1590955,PAYC,"Paycom Software, Inc.",paycom software
1590976,MBUU,"MALIBU BOATS, INC.",malibu boats
1591588,GOLD,"Gold.com, Inc.",gold.com
1591670,FPI,Farmland Partners Inc.,farmland partners
1591698,PCTY,Paylocity Holding Corp,paylocity holding
1591890,FGNX,FG Nexus Inc.,fg nexus
1591890,FGNXP,FG Nexus Inc.,fg nexus
1591913,IPSI,"Innovative Payment Solutions, Inc.",innovative payment solutions
1591956,ANY,Sphere 3D Corp.,sphere 3d
1592049,RYKKF,Ryohin Keikaku Co/ADR,ryohin keikaku co/adr
1592386,VIRT,"Virtu Financial, Inc.",virtu financial
1592560,VSA,VisionSys AI Inc,visionsys ai
1593001,NGTF,"NightFood Holdings, Inc.",nightfood holdings
1593184,BRGX,"BIOREGENX, INC.",bioregenx
1593275,HG,"Hamilton Insurance Group, Ltd.",hamilton insurance group
1593538,NAVI,NAVIENT CORP,navient
1593538,JSM,NAVIENT CORP,navient
1593549,LIVG,"Livento Group, Inc.",livento group
1593899,AVIR,"Atea Pharmaceuticals, Inc.",atea pharmaceuticals
1593984,MDWD,MediWound Ltd.,mediwound
1594204,RBTK,ZHEN DING RESOURCES INC.,zhen ding resources
1594805,SHOP,SHOPIFY INC.,shopify
1594856,VMXXF,VALHALLA METALS INC.,valhalla metals
1594968,VEST,Loan Artificial Intelligence Corp.,loan artificial intelligence
1594968,LAAI,Loan Artificial Intelligence Corp.,loan artificial intelligence
1595097,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",corbus pharmaceuticals holdings
1595248,GNPX,"Genprex, Inc.",genprex
1595353,GLMD,Galmed Pharmaceuticals Ltd.,galmed pharmaceuticals
1595527,NYC,American Strategic Investment Co.,american strategic investment
1595761,WEIBF,WEIBO Corp,weibo
1595761,WB,WEIBO Corp,weibo
1595974,MGNI,"MAGNITE, INC.",magnite
1596532,ANET,"Arista Networks, Inc.",arista networks
1596812,ENLV,Enlivex Ltd.,enlivex
1596961,RDNW,"RideNow Group, Inc.",ridenow group
1596967,MC,Moelis & Co,moelis &
1596993,LPG,DORIAN LPG LTD.,dorian lpg
1597033,SABR,Sabre Corp,sabre
1597095,TOUR,Tuniu Corp,tuniu
1597672,RYAM,RAYONIER ADVANCED MATERIALS INC.,rayonier advanced materials
1597835,CMCM,Cheetah Mobile Inc.,cheetah mobile
1597846,GRNQ,Greenpro Capital Corp.,greenpro capital
1597892,JRSS,JRSIS HEALTH CARE Corp,jrsis health care
1598428,MTUS,Metallus Inc.,metallus
1598599,IPHA,Innate Pharma SA,innate pharma sa
1598599,IPHYF,Innate Pharma SA,innate pharma sa
1598646,NERV,"Minerva Neurosciences, Inc.",minerva neurosciences
1598655,GLOP-PB,GasLog Partners LP,gaslog partners
1598655,GLOP-PA,GasLog Partners LP,gaslog partners
1598655,GLOP-PC,GasLog Partners LP,gaslog partners
1598665,HRTG,"Heritage Insurance Holdings, Inc.",heritage insurance holdings
1598981,SKYX,SKYX Platforms Corp.,skyx platforms
1599117,MNTR,"Mentor Capital, Inc.",mentor capital
1599298,SMMT,Summit Therapeutics Inc.,summit therapeutics
1599407,LBRA,1847 Holdings LLC,1847 holdings
1599617,DNOW,DNOW Inc.,dnow
1600033,ELF,"e.l.f. Beauty, Inc.",e.l.f. beauty
1600222,PXED,"Phoenix Education Partners, Inc.",phoenix education partners
1600520,OSCUF,"Japan Exchange Group, Inc./ADR","japan exchange group, inc./adr"
1600620,AUPH,Aurinia Pharmaceuticals Inc.,aurinia pharmaceuticals
1600641,DIBS,"1stdibs.com, Inc.",1stdibs.com
1600928,HPHTF,Hamamatsu Photonics K.K./ADR,hamamatsu photonics k.k./adr
1600928,HPHTY,Hamamatsu Photonics K.K./ADR,hamamatsu photonics k.k./adr
1600983,KSCP,"Knightscope, Inc.",knightscope
1601046,KEYS,"Keysight Technologies, Inc.",keysight technologies
1601485,ELTX,"Elicio Therapeutics, Inc.",elicio therapeutics
1601548,VVX,"V2X, Inc.",v2x
1601712,SYF,Synchrony Financial,synchrony financial
1601712,SYF-PA,Synchrony Financial,synchrony financial
1601712,SYF-PB,Synchrony Financial,synchrony financial
1601830,RXRX,"RECURSION PHARMACEUTICALS, INC.",recursion pharmaceuticals
1601936,CYTOF,Altamira Therapeutics Ltd.,altamira therapeutics
1602409,FNGR,"FingerMotion, Inc.",fingermotion
1602584,CCD,Calamos Dynamic Convertible & Income Fund,calamos dynamic convertible & income fund
1602658,ISTR,Investar Holding Corp,investar holding
1602842,ORIO,Orion Digital Corp.,orion digital
1603015,VIA,"Via Transportation, Inc.",via transportation
1603145,XIFR,"XPLR Infrastructure, LP",xplr infrastructure
1603345,AGTX,Agentix Corp.,agentix
1603454,CELC,Celcuity Inc.,celcuity
1603793,NRIS,"Norris Industries, Inc.",norris industries
1603923,WFRD,Weatherford International plc,weatherford international plc
1603978,AQB,AQUABOUNTY TECHNOLOGIES INC,aquabounty technologies
1603993,AIOS,AIOS Tech Inc.,aios tech
1604028,WMS,"ADVANCED DRAINAGE SYSTEMS, INC.",advanced drainage systems
1604174,ECCU,Eagle Point Credit Co,eagle point credit
1604174,ECCC,Eagle Point Credit Co,eagle point credit
1604174,ECC-PD,Eagle Point Credit Co,eagle point credit
1604174,ECCV,Eagle Point Credit Co,eagle point credit
1604174,ECC,Eagle Point Credit Co,eagle point credit
1604191,GRDX,GridAI Technologies Corp.,gridai technologies
1604464,ATRA,"Atara Biotherapeutics, Inc.",atara biotherapeutics
1604481,CMBT,CMB.TECH NV,cmb.tech nv
1604522,THQ,abrdn Healthcare Opportunities Fund,abrdn healthcare opportunities fund
1604665,WLKP,Westlake Chemical Partners LP,westlake chemical partners
1604778,QRVO,"Qorvo, Inc.",qorvo
1604821,NTRA,"Natera, Inc.",natera
1604868,GRWG,GrowGeneration Corp.,growgeneration
1604982,SBMFF,Sino Biopharmaceutical Limited/ADR,sino biopharmaceutical limited/adr
1605057,VMNT,"Vemanti Group, Inc.",vemanti group
1605301,CBFV,"CB Financial Services, Inc.",cb financial services
1605331,AERA,AI Era Corp.,ai era
1605481,NGLD,Nevada Canyon Gold Corp.,nevada canyon gold
1605484,STLA,Stellantis N.V.,stellantis n.v
1605755,MONRF,Moncler S.p.A./ADR,moncler s.p.a./adr
1605888,SQLLW,CIRCLE8 GROUP INC,circle8 group
1605888,CIRC,CIRCLE8 GROUP INC,circle8 group
1606163,LMB,"Limbach Holdings, Inc.",limbach holdings
1606242,VTIX,Virtuix Holdings Inc.,virtuix holdings
1606366,LOCO,"El Pollo Loco Holdings, Inc.",el pollo loco holdings
1606498,AVNS,"AVANOS MEDICAL, INC.",avanos medical
1606757,KE,"Kimball Electronics, Inc.",kimball electronics
1606909,PANL,Pangaea Logistics Solutions Ltd.,pangaea logistics solutions
1607678,VKTX,"Viking Therapeutics, Inc.",viking therapeutics
1607807,NVGLF,NV Gold Corp,nv gold
1607962,LFWD,Lifeward Ltd.,lifeward
1607997,NMS,Nuveen Minnesota Quality Municipal Income Fund,nuveen minnesota quality municipal income fund
1608092,KITL,Kisses From Italy Inc.,kisses from italy
1608401,ISFFF,ISS A/S / ADR,iss a/s / adr
1608401,ISADY,ISS A/S / ADR,iss a/s / adr
1608741,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,nuveen nasdaq 100 dynamic overwrite fund
1609065,PBHC,"Pathfinder Bancorp, Inc.",pathfinder bancorp
1609151,WEAV,"Weave Communications, Inc.",weave communications
1609253,CRC,California Resources Corp,california resources
1609258,PTCO,PetroGas Co,petrogas
1609550,INSP,"Inspire Medical Systems, Inc.",inspire medical systems
1609711,GDDY,GoDaddy Inc.,godaddy
1609804,OEC,Orion S.A.,orion s.a
1609809,MCRB,"Seres Therapeutics, Inc.",seres therapeutics
1610250,BOOT,"Boot Barn Holdings, Inc.",boot barn holdings
1610520,UBS,UBS Group AG,ubs group ag
1610590,MBAI,Check-Cap Ltd,check-cap
1610601,MOMO,Hello Group Inc.,hello group
1610718,ODRS,"Outdoor Specialty Products, Inc.",outdoor specialty products
1610820,BCTX,BriaCell Therapeutics Corp.,briacell therapeutics
1610820,BCTXZ,BriaCell Therapeutics Corp.,briacell therapeutics
1610820,BCTXL,BriaCell Therapeutics Corp.,briacell therapeutics
1610853,HSDT,Solana Co,solana
1610940,BWET,Amplify Commodity Trust,amplify commodity trust
