path,size,sha256
Data/edgar/item5_02_text/1447669/0001193125-23-034646_d465044d8k.htm,46936,11adc86583f7f6065bde0b0a90eb5a7410cc1a8010d7c5ec6768fa0fd9ab1f89
Data/edgar/item5_02_text/1447669/0001193125-23-045159_d490360d8k.htm,38715,48461f427c0ee4212997302cc573faf1d0dcef28d51e6f1b572dc2a82c8555bd
Data/edgar/item5_02_text/1447669/0001193125-24-004000_d551551d8k.htm,41109,7cef588ef9c27b706dd20bc25be890d61a074a831424e4123529c6b082a475ef
Data/edgar/item5_02_text/1447669/0001193125-24-082747_d819874d8k.htm,33877,825325ced95144bb120ac39edffec710a0e52fb57f6fa45e982615b2ed7274ea
Data/edgar/item5_02_text/1447669/0001193125-24-086510_d823064d8k.htm,26579,35784986449651d0f7033c7d7ee048bb31484abfdf80e6bbdccb3d9b70eb95d5
Data/edgar/item5_02_text/1447669/0001447669-21-000122_twlo-20210430.htm,35184,bd0215896e9d4cf5bae6da4c77e930aa3594348751058aed81425d4ec7748bd0
Data/edgar/item5_02_text/1447669/0001447669-21-000263_twlo-20211025.htm,37996,5b750c081bb27bcf80aca7b8214cf3ab86e972a9383f763500dfd9f963143e1b
Data/edgar/item5_02_text/1447669/0001447669-21-000296_twlo-20211208.htm,32269,c5d71a526b3abf81b728a244183091dc5ab0bfd44948e014d7f27e1b7c51b780
Data/edgar/item5_02_text/1447669/0001447669-22-000094_twlo-20220428.htm,37065,95a4c385e57938e137ed5796bc66a95fc66d236d1ee84b086cc9f0414e8b12d7
Data/edgar/item5_02_text/1447669/0001447669-22-000141_twlo-20220804.htm,38473,fef09d71d537660797f414497fecad01bae41298171416ea61420ecc28b156ef
Data/edgar/item5_02_text/1447669/0001447669-22-000212_twlo-20220804.htm,32711,71e3ad0ca051ebac1ba8cd6720614642018d08551b5116be986e215857f230eb
Data/edgar/item5_02_text/1447669/0001447669-23-000009_twlo-20221219.htm,31837,7f85a822780a001b1e8bf7cd7ceb3be90b1cc8115ec60a23b9003b33206bc35e
Data/edgar/item5_02_text/1447669/0001447669-23-000025_twlo-20230214.htm,35939,c3222c732675b1dc38c457c3723cc553a6b53c011b8e7769d7604abdd8543440
Data/edgar/item5_02_text/1447669/0001447669-23-000075_twlo-20230327.htm,31955,983edb2eaa03edf9ce27bae1f6aeb4f26c2c2e93cc8655727d41933b9ea87f85
Data/edgar/item5_02_text/1447669/0001447669-23-000224_twlo-20231103.htm,27361,fd2aa7025bf0b6ef9874b69c26b7283eb675bc7e3bd29580a4e36f6ffe9e0c6c
Data/edgar/item5_02_text/1447669/0001447669-23-000241_twlo-20231130.htm,31165,a0a70dee1964c1aa08d3a98df3b8c9558988afac440ecf015ea157e3b3838bdc
Data/edgar/item5_02_text/1447669/exhibits/0001193125-24-004000_d551551dex991.htm,22398,66162ae71cde0cb7761977c5cfd588f3796d6466e24e6829c1b0ba473282f8e2
Data/edgar/item5_02_text/1447669/exhibits/0001447669-23-000224_twloq323ex991.htm,301328,c26f8df16fa38c601f68daf3d2eca0a64cdd94bd19a6611071c3d05ac607b3d4
Data/edgar/item5_02_text/1501585/0001193125-20-068719_d885433d8k.htm,29536,634e8ff90eb5cb22338ed1d5d7d8ea3634073398139b09c80e2778a11478e7cd
Data/edgar/item5_02_text/1501585/0001193125-20-321598_d95898d8k.htm,37421,4a30125b36eb3e9cd226ca15ad3e906c42241b3658a715fa76eb53de09dd2590
Data/edgar/item5_02_text/1501585/0001193125-21-013212_d116167d8k.htm,29215,c502ad14f90850ad5f257f3939a7464f8cd3f3260acf92f4bdbe18e3e1db5883
Data/edgar/item5_02_text/1501585/0001193125-21-072840_d84630d8k.htm,26079,389f234fdfd6a9e18e7d3c8f4850f9311858092ab3ac5633355ace04ab7ceeb2
Data/edgar/item5_02_text/1501585/0001193125-22-023552_d292072d8k.htm,27694,5a3bc48f602fa1b0753786c52db5d814cd27e2f474aa014d0424321352d36659
Data/edgar/item5_02_text/1501585/0001193125-22-024572_d82681d8k.htm,29690,0917bc99cd054614380fd56f6d1b13169c42c52c676396828803d4c0227d52ce
Data/edgar/item5_02_text/1501585/0001193125-22-065618_d199082d8ka.htm,24734,65cb9c4860235fb53aa20aa3b3e71c68c719db04e777ba768228d0a0264546dc
Data/edgar/item5_02_text/1501585/0001193125-22-065623_d198358d8k.htm,23736,cd995bf93b6f55d80b08190bc60bae9fb017dfb931dcf0ee096fe19285d77a10
Data/edgar/item5_02_text/1501585/0001193125-22-145035_d259411d8k.htm,28309,042a05e7bf760cb029de8aa82cfae6ac4f8957f629c94d3e3387e32a964a5149
Data/edgar/item5_02_text/1501585/0001193125-22-200081_d304819d8k.htm,23754,7f07f99d2a52e01801f91c920ff8e886778c29afce7c878c93085f57a4a59277
Data/edgar/item5_02_text/1501585/0001193125-22-301591_d421696d8k.htm,28034,e38d674bbf23099d1165e4e12f92e2783818c21cc979171572ac1adc900d16c3
Data/edgar/item5_02_text/1501585/0001193125-22-309155_d462123d8k.htm,23618,534c795e4a63f0c139a1d81b6f1a20484446b25aebc9864e4b4fca4ada1f7864
Data/edgar/item5_02_text/1501585/0001193125-23-251587_d554863d8k.htm,28995,501b8c0ebc01fd5d6539c444d8850fac23aed72a49a91de0dcb9264f97881d09
Data/edgar/item5_02_text/1501585/exhibits/0001193125-22-023552_d292072dex991.htm,11931,a4725819115695ee2100077eee29f0345a927a582da411bb179d80449f760be9
Data/edgar/item5_02_text/1510295/0001193125-18-289740_d632978d8k.htm,41611,e3ec237a2e8777303a1a3cc7bb2dea0fdeefbaa8cdbaa9dc93f7c28bcdcfc5b3
Data/edgar/item5_02_text/1510295/0001510295-17-000011_mpc8-kxstice.htm,26890,647f296199e0a91265bf73140062030553fba9bfe871cb9c84f397a3756451c6
Data/edgar/item5_02_text/1510295/0001510295-17-000019_mpc8-kastice.htm,28616,1cb342d4590b41867dcce4e88d89c804a84579c89673e107171c94f41b24f04f
Data/edgar/item5_02_text/1510295/0001510295-17-000028_mpc8-kmarch152017.htm,25498,b19ba7ec2d02c13ce92d4f77cff4999db3234cb985bd8f2e6b2a9085ff775da8
Data/edgar/item5_02_text/1510295/0001510295-17-000059_mpc8-kappointments.htm,40565,d1addb883f825bd436ba0a6fa0e9a37335dbdfbcdda244eda76828b3bbb92d2e
Data/edgar/item5_02_text/1510295/0001510295-18-000146_mpc8-k8102018.htm,43508,c314523c10ee5893289654626d87f7e85e45a7ede7465817c8982be301bee309
Data/edgar/item5_02_text/1510295/0001510295-18-000225_mpc8-knov82018.htm,32043,714fda7d858952c9a2b0b6f87513abd31dfaa8059c501f43ee29a07c06ce5cd5
Data/edgar/item5_02_text/1510295/0001510295-19-000007_mpc8-kjan2019.htm,67669,de79202f15a58f1dfcd0be32ab019f5c0b91f88f83a0d1f50340a6b5a080d3c5
Data/edgar/item5_02_text/1510295/0001510295-19-000078_mpc8-kofficerchanges62019.htm,30731,a95a8c4ab5369457ce5c8573db80e41ca5fcf47cd9b6394ee023e8e70209a883
Data/edgar/item5_02_text/1535527/0001104659-20-045597_tm2015654d1_8k.htm,32275,d03d0edd2261c3f497120c12d3232169872c3ce5b6f95cf8dc62d5b963c02e89
Data/edgar/item5_02_text/1535527/0001104659-20-074711_tm2022965d1_8k.htm,23815,e4ecf4843560bbece44508252a358acc13167d1973b8abd718058616cac41b18
Data/edgar/item5_02_text/1535527/0001104659-20-132008_tm2037694d1_8k.htm,26541,4e87ae37a99698820785d0d0e30c604990948bea7c04206fafc6afdd4fab4117
Data/edgar/item5_02_text/1535527/0001104659-21-035670_tm219494d1_8k.htm,28802,65dacd462f3e72dc4b56a6234ec4b9a85aab3bb0f4b9921e2ce899ee59db1e4f
Data/edgar/item5_02_text/1535527/0001104659-21-048810_tm2112658d1_8k.htm,29642,5b8f7b613078808d3bd988d40edddd579534999119fb63d0cdf46b3dc15d0cb6
Data/edgar/item5_02_text/1535527/0001104659-21-101531_tm2124374d1_8k.htm,22724,ec97e22bed9da4928d50c43cba82199d244e54f82d794b05aa59c6fcdf9dead0
Data/edgar/item5_02_text/1535527/0001104659-21-117007_tm2127949d1_8k.htm,22852,f896fa9e8d24101cbcb579d5cb8bb23f832fdd105afac0a96928ae0f1717e95e
Data/edgar/item5_02_text/1535527/0001104659-21-129072_tm2130856d1_8k.htm,22580,b120fe4fdf6db34002033ba732a437e9c30282fe8996de3996cc8314bb4a5b5b
Data/edgar/item5_02_text/1535527/0001104659-21-154724_tm2136531d1_8k.htm,24306,3100de1c6d306f09cb5ba2141e4d164dbe68f3543eb3ceb12c6c79372621e9b9
Data/edgar/item5_02_text/1535527/0001104659-22-004504_tm222862d1_8k.htm,37274,f903f62fba17e7f075a7ba3cd3b7dcdd3da0e92e0ab0cfed13080f96199fa876
Data/edgar/item5_02_text/1535527/0001104659-22-044351_tm2212244d1_8k.htm,31927,37385342afc25ee25dffe65d8754c854c2cbc7a33cc2c4fbe5eee83c211eeb6f
Data/edgar/item5_02_text/1535527/0001104659-23-005624_tm234087d1_8k.htm,25453,22629905cb06d2295d8b48f19c7a88e145a30ed360d8f88f92406629a78a3f88
Data/edgar/item5_02_text/1535527/0001104659-23-028507_tm238330d1_8k.htm,28394,55ffa984abb790999da6c530570d196688acd8a2b65e5b220aa0ccedc7df8903
Data/edgar/item5_02_text/1543151/0001193125-19-157213_d753156d8k.htm,16327,680ac3aacc7402949b7c9d7be4b44bc1f73561102acd9d3e2102c9e80b52e8b3
Data/edgar/item5_02_text/1543151/0001193125-19-201403_d778037d8k.htm,16659,6ea4a3d8972d36aefb9b543c3bc7b0b64deb43dedc71f5554e0e6be8734092b9
Data/edgar/item5_02_text/1543151/0001193125-19-201404_d778039d8k.htm,16335,82db99929a9531212b34115b6ae5c775fd06cccda5c05fb6d368110d97a10cbf
Data/edgar/item5_02_text/1543151/0001543151-23-000021_uber-20230728.htm,34731,bebf6092fcdc2b1c92125d0ddeeb99ff2d6ffe34826a0d37bbd03066bb2777e2
Data/edgar/item5_02_text/1543151/0001543151-23-000036_uber-20231107.htm,27146,8846625c0355e5115dcdb031976a77dd54c2cc251395122983d39e1711a77181
Data/edgar/item5_02_text/1543151/0001552781-19-000277_e19316_uber-8k.htm,23467,bbd350fe0c110297cbeafb2e7081541a0d6d1da30caf886f906755fb2368eca4
Data/edgar/item5_02_text/1543151/0001552781-19-000515_e19531_uber-8k.htm,31032,838511230a59d5e16d4d871fa15fb85b5b30603eb1517a5fac9cb6f09ae1af7e
Data/edgar/item5_02_text/1543151/0001552781-20-000149_e20097_uber-8k.htm,34212,7d5eaa52317795bffcfd4dba93a01ed4666e5616ea7ec6112230f314bed341aa
Data/edgar/item5_02_text/1543151/0001552781-20-000209_e20170_uber-8k.htm,30499,d5c8df75eae7e936e7aa54c08bd82527299dfa930f7688ebe2a47a62276ab862
Data/edgar/item5_02_text/1543151/0001552781-21-000144_e21165_uber-8k.htm,33245,12139d648151c1a76348760ae5d6402c50f96cbbefb8e06d9268067284987c0e
Data/edgar/item5_02_text/1543151/0001552781-23-000316_e23297_uber-8k.htm,34676,da25d9812ef21c74013204fc4a810e17cf8a4e312add719954201741572637dc
Data/edgar/item5_02_text/1543151/0001552781-23-000389_e23399_uber-8k.htm,30885,2e9866e998931c5540a8b9624f1e3539ec70fa3dea995a046d833d8793c13949
Data/edgar/item5_02_text/1543151/0001552781-23-000451_e23460_uber-8k.htm,30664,07b9061056afddf9d7ea34588644163d3487ed23d04a54f2802098a63d450214
Data/edgar/item5_02_text/1543151/0001552781-25-000025_e25038_uber-8k.htm,27797,1669c73ee0681a4d635e0a34bcc343a67d0f73722eff9ec6803bd63a140427a8
Data/edgar/item5_02_text/1553023/0001104659-16-153088_a16-20657_18k.htm,38080,93c2ea0c57774e064043ef8ea658fbc75d7c06d9dc85ca76bda6bb14dc55d249
Data/edgar/item5_02_text/1553023/0001553023-16-000216_form8ka-gasa.htm,23728,7d6d2848718bff8e7969202516737430b09e75986cc128d9960514bb7a73073d
Data/edgar/item5_02_text/1553023/0001553023-18-000025_a4thqtrpressreleasefebruar.htm,30306,8c55fd1c554e195595005c5996d1de9c040c92fc6ccd0c161669033c9c66b605
Data/edgar/item5_02_text/1553023/0001553023-18-000090_a8k180621.htm,16613,0891e6ddf2c6c2f4e44508f7ad9600b7da2e2a4d8adb7e1b5a5d7fbdf94b096d
Data/edgar/item5_02_text/1564408/0001193125-20-291819_d87827d8k.htm,23400,944577a64dbda2becac8a284e848767a083c402d14d38dc6a3e9400deee24a62
Data/edgar/item5_02_text/1564408/0001193125-20-315448_d27353d8k.htm,27738,9b1934e1ef440618e6c75e9eaf6c26cf84a9af5cfbf6cb0c124f72ce852a5601
Data/edgar/item5_02_text/1564408/0001193125-21-284200_d233227d8k.htm,21825,38f8c3690a7ee42ef647a1203c4a4cc1469c8c73059897fd3b0d370924ffaea7
Data/edgar/item5_02_text/1564408/0001193125-22-234696_d400240d8k.htm,39104,b631e7affa8830b7e3745fc09765b467d0aa2bc75cadeaa5677e1127b4e8caf0
Data/edgar/item5_02_text/1564408/0001564590-20-010661_snap-8k_20200312.htm,41353,3340bd2e225655b43b1dff3a9bcdbd0b60db79a1230a19acb8ad2934615278aa
Data/edgar/item5_02_text/1564408/0001564590-22-026167_snap-8k_20220719.htm,73306,70fffbcfe1d191a0dd1c492ba1df1ea018c9af3ca1a43a273edc900a1e6dd896
Data/edgar/item5_02_text/1590895/0001193125-21-305552_d437084d8k.htm,28043,e1c42d09b7bb771c26b1f50fec86760d8281ff76e816ee55e436db42d74a58d0
Data/edgar/item5_02_text/1590895/0001193125-21-356883_d262648d8ka.htm,24482,21402153e751b138bc46be38dc5988b09d6712cdb0de75cbde3c1cb2e9fd21cf
Data/edgar/item5_02_text/1590895/0001193125-22-196372_d389156d8k.htm,21809,32db3e3aad2cb16b641e0bf166fb7741e366881667004663136b9eee183a2ed2
Data/edgar/item5_02_text/1590895/0001590895-22-000004_czr-20211228.htm,58930,05271fd683ee2263d20dff5fec67f941b58664e1dd886a67481fa72280df3aa9
Data/edgar/item5_02_text/1590895/0001590895-22-000078_czr-20220225.htm,42894,a3159355d41c11755995458a51ba7187384ea93c531de61c61a2691b70c13735
Data/edgar/item5_02_text/1590895/0001590895-24-000004_czr-20240126.htm,40165,ff75781582cd86400d4d8424a137c7c0bda285df341a45349d6d6a445d319a3a
Data/edgar/item5_02_text/1609711/0001609711-17-000280_gddy-12817ua.htm,47984,b1b852aa93c8660a190f6b50cef1f311e9ca8ed19322c6fbd4d2adc582ef1999
Data/edgar/item5_02_text/1609711/0001609711-18-000020_gddy-2118xgarrettbod8xk.htm,41396,f1d3cac4042215968754111511989f1e4806ebf2dd325346eead3d7e87dceee8
Data/edgar/item5_02_text/1609711/0001609711-18-000127_gddy-03312018earningsrelea.htm,40174,e385c055fe4ac2fd41b93d77fcf335248e398cd185d73b8b1d2d6d6f993f22ad
Data/edgar/item5_02_text/1609711/0001609711-18-000176_gddy-063018earningsrelease.htm,45388,017c3fe4712d7f43df189bfdd16d67b2940af1338e3aeece5e3e7830c67a9d9c
Data/edgar/item5_02_text/1609711/0001609711-18-000218_gddy-10318xparsons8xk.htm,34886,70f66b82bd7b2f65cb235670b03dc8d733a3a75bcf3c9d90fa254a767c8ba06a
Data/edgar/item5_02_text/1609711/0001609711-19-000008_gddy-2819xofficerchanges8xk.htm,40568,d055da0def9ad8ca7a5dc656c61d02d1360488a536e2c8b10aa7e01fc0028dcf
Data/edgar/item5_02_text/1609711/0001609711-19-000176_a71619cao8-k.htm,37580,695ee69bf0d0847d625a986b12897414a9ab95447142c9ac92d93bd1a623eafe
Data/edgar/item5_02_text/1609711/0001609711-19-000190_a8119-ceochange8xk.htm,55238,02cd258b0c317aba83751b6c7e82f0c0ac4fade9e3af68ac7b22b4ab42d650e8
Data/edgar/item5_02_text/1609711/0001609711-19-000212_gddy942019-alakamend8xk.htm,49263,d4ccb4d6241629787db131caa33f2743a5d8c84feff57541c4bb8227efd2d064
Data/edgar/item5_02_text/1609711/0001609711-19-000250_gddy1242019-pao8xk.htm,49941,a5deba20a9132dc7330e949ee2fc13d2d6b58f3f591b6eacf7b10e40daba3462
Data/edgar/item5_02_text/1609711/0001609711-20-000004_gddy-20200207.htm,53431,10123d03f46e395402dbf746216d1484373e38871e138f40da2e82529491e486
Data/edgar/item5_02_text/1609711/0001609711-20-000053_gddy-20200305.htm,47626,491d34abb3f65d12501c06775bf270a270980ed321df3f7ae075782331c8a463
Data/edgar/item5_02_text/1609711/0001609711-20-000141_gddy-20201030.htm,39461,462a8d47c77e065ff80aac19b90b2aaf226c7d3cdb278745fb2229a35066fe1e
Data/edgar/item5_02_text/1609711/0001609711-21-000008_gddy-20210210.htm,47924,472327deb60daee85c72775176bbc88929b17293fc89b12f404edd19be7dedbf
Data/edgar/item5_02_text/1609711/0001609711-21-000052_gddy-20210210.htm,35883,dd524857a6ce8e26f6ada71e191d9dae0418e9c0924c28d83c29e75f533a9925
Data/edgar/item5_02_text/1609711/0001609711-21-000059_gddy-20210501.htm,69129,765c775db7921823fe14f05c0e965af23d8621b092df4acf014cf864a99ab60f
Data/edgar/item5_02_text/1609711/0001609711-21-000126_gddy-20211130.htm,40000,f8f9239c1575fdc56f1b46970b3f3909c7ef7278a83468eb27833661360cb8f8
Data/edgar/item5_02_text/1609711/0001609711-22-000003_gddy-20220103.htm,38937,214b65f9a2b64d27633d4bb2a3e05480d2593947ec7e2c9087bef564c1c01a65
Data/edgar/item5_02_text/1609711/0001609711-22-000011_gddy-20220103.htm,44352,e105f093a44984367e8c3ae35340602e20e19fbcbf6827cf893985594c13527b
Data/edgar/item5_02_text/1609711/0001609711-22-000092_gddy-20220707.htm,42684,524a15d9746b6c7dbd2aac7608a6888bcf63b0a2b8d44e28438908e18d5a5c4d
Data/edgar/item5_02_text/1609711/0001609711-22-000118_gddy-20220923.htm,38437,23c3132ce88efe93812e82d454331235109de56a57be451cefc767bc9c8cd421
Data/edgar/item5_02_text/1609711/0001609711-23-000009_gddy-20230122.htm,42696,489758510428d28ecf7313ac47ea878ea84e43181cd6537487122b6264cc3f4f
Data/edgar/item5_02_text/1609711/0001609711-23-000099_gddy-20230606.htm,51028,c36e03104035c8b147b5b9e5d66997b8692e58b625c326832646024e503d30d3
Data/edgar/item5_02_text/1609711/0001609711-23-000153_gddy-20231005.htm,26701,1774faecd7a80446a5794b973498919b36bb7a67f16de338673213b7a3f4dc9c
Data/edgar/item5_02_text/1609711/exhibits/0001609711-19-000190_gddyexhibit991-ceochange.htm,7175,fa5bcddd55545ccb2fae6a37e12f8ad773a8bab65a82b4bd70d46c58fcfa63ce
Data/edgar/item5_02_text/1632127/0000950157-17-000552_form8k.htm,78108,96ac4f884d32d78f3c63c77484a3f0c329c119ce14151574e87df09476ce310c
Data/edgar/item5_02_text/1632127/0000950157-17-001405_form8k.htm,21916,c2c6a725b16eb89f0e9829c7391e00719b4803f13cf3deed7a8f0a5f78e9c1a4
Data/edgar/item5_02_text/1632127/0000950157-17-001559_form8k.htm,21984,0a427a4107926bec9cf4bc553b8849ab79a7b4bc0ef6bbc956f1aba2e3301a91
Data/edgar/item5_02_text/1632127/0001437749-17-018584_cabo20171107_8k.htm,22977,ff2413893797c862ad33e84f21618fb3bd145de44ecf480abf831fc519effc40
Data/edgar/item5_02_text/1632127/0001437749-18-006058_cabo20180330_8k.htm,24260,0f7f2818e61473405bf2aa3bd35d772e53399734f78eb08ee26fa3e6eeeeacc8
Data/edgar/item5_02_text/1632127/0001437749-18-012969_cabo20180702_8k.htm,31741,c1d07d67a6b669c76fa9dfbbe9ca038bb642558701f850905ebceaca41e559b8
Data/edgar/item5_02_text/1632127/0001437749-18-017917_cabo20181002_8k.htm,20215,b93cd7a96c17686184311259934d523f3355b6e0a8c8f67ab60993d8647c85d6
Data/edgar/item5_02_text/1632127/0001437749-19-013104_cabo20190624_8k.htm,31422,74f4c87ecee313a0e23cd602e354ee6bd848e0fc45b42c79b00d4e4c28ddcca9
Data/edgar/item5_02_text/1632127/0001437749-19-018435_cabo20190911_8k.htm,33663,75774ac1a4a8cb96fcb86d2c445da59aeb5780055bcdaac6f54bbec94fa19c81
Data/edgar/item5_02_text/1640147/0001640147-23-000044_snow-20230405.htm,46933,643de511cfbcf7e552ea50574db4db4048d517cee5935cc597565b424b34ffbc
Data/edgar/item5_02_text/1640147/0001640147-23-000073_snow-20230523.htm,55697,3a5284ac6163796c8725c5a1537f29779f12c9fe42faf7139c60e3aebb81c690
Data/edgar/item5_02_text/1640147/0001640147-23-000193_snow-20230822.htm,47658,f245ae1250bf212ba0134b7a9f32a2a5caa091d0e6023c77338bc56d82961c52
Data/edgar/item5_02_text/1640147/0001640147-24-000031_snow-20240227.htm,39557,770ee8c9f09610739c6587f123f7618b1ebb9ad102ad901e0969090f91409fc2
Data/edgar/item5_02_text/1640147/0001640147-24-000033_snow-20240227.htm,42249,f4576132e0d9acfa44fc084366f1835e3fd30ca5b4b6beace9d7039190084a38
Data/edgar/item5_02_text/1640147/0001640147-24-000183_snow-20240630.htm,27403,17daf56d3350841a8ecb764417e87173def20dc43e1092ad5c65b49e66815130
Data/edgar/item5_02_text/1645590/0001645590-22-000002_hpe-20220118.htm,35066,1216477ffe60764cb1a3e4d46034236df6bc71aa95ab19ee618af531cad131e3
Data/edgar/item5_02_text/1645590/0001645590-22-000041_hpe-20220617.htm,45288,97ea7589aa28a7a3a30ce4b884da8937dc46ef68e8297ac9b0cdff778c5285c5
Data/edgar/item5_02_text/1645590/0001645590-22-000055_hpe-20220922.htm,41543,ee87dcf3ce30ad438f8863fb064b40dd9dc44720422da653bda5503d6af34e2f
Data/edgar/item5_02_text/1645590/0001645590-23-000005_hpe-20230110.htm,41422,1f7f0bfefad43537485fac3d2da5f19917f148559eb86869fbf556aa1811fe2a
Data/edgar/item5_02_text/1645590/0001645590-23-000008_hpe-20230127.htm,35045,8ef265031528d24a83da29e74caffb8615daf420daf9d6dc99f19f8216c2287e
Data/edgar/item5_02_text/1645590/0001645590-23-000042_hpe-20230405.htm,63628,0a8b6fedb48d1aa488aa4eb296c5c23b25351d55e7e078697938fbff6172ea81
Data/edgar/item5_02_text/1645590/0001645590-23-000076_hpe-20230614.htm,43431,ca6545c30ab503f5419f36eb0adbe0a465797daf4971e53df0a968255f901e4c
Data/edgar/item5_02_text/1645590/0001645590-23-000079_hpe-20230803.htm,40741,259f16ab779746e18d5d929b6558eb96c3417e6acc0fdd8a3b1fddfdf4f185d1
Data/edgar/item5_02_text/1645590/0001645590-23-000110_hpe-20231213.htm,40682,9b736f378afce88790f344fc35de090bf4fb42cb411efab6256a36e45d8d0529
Data/edgar/item5_02_text/1645590/0001645590-24-000004_hpe-20240117.htm,38055,acc52dfd48daaa1df084390e4de3896804d4c6da4c3b569cb5fbb7b982b8f921
Data/edgar/item5_02_text/1645590/0001645590-24-000016_hpe-20240206.htm,26157,26ab0ebf4674ea8cc121162e3a919a2c09f2ac3b68ec5a7bfbcd8e78dad0ad3e
Data/edgar/item5_02_text/1645590/0001645590-24-000073_hpe-20240401.htm,27848,6fb5f252ac61e9fad8c6645ad05d7e7f76c31f38af67a8c74ab64a4a5bba4088
Data/edgar/item5_02_text/1645590/0001645590-24-000078_hpe-20240410.htm,69401,1caa7d7fa47058a720d8fdc9fea343b65f7cdb53e37224aba7d82490c602486c
Data/edgar/item5_02_text/1645590/0001645590-24-000125_hpe-20241030.htm,31278,ef4fbbece5b1a590c07104c6dc3a9e0a5a0d6b2c0b5282d3e441766fe8c7969a
Data/edgar/item5_02_text/1645590/0001645590-25-000048_hpe-20250402.htm,68484,488c8fd3304b78dcabfb993050eb274b11a259b1880a2786d8629d5355cc872e
Data/edgar/item5_02_text/1645590/0001645590-25-000081_hpe-20250716.htm,45069,92073f9e6c8f1b06039a955632535e5e9c95863f56ba1e35cb25237585629eea
Data/edgar/item5_02_text/1660134/0001193125-22-020651_d50522d8k.htm,25542,1647d64038a2d319d0b1bf638356d7823af418af3a1db1aca38b33c954f1dcd8
Data/edgar/item5_02_text/1660134/0001193125-22-128099_d323985d8k.htm,22390,bb6f35ceee632b8dd32572e15e11e6b9c3b272705e22598e21fe0a78e63a89e4
Data/edgar/item5_02_text/1660134/0001193125-22-196321_d373814d8k.htm,25508,47dc1d46f2e1c6374b418a8d3520fddcc71e42afef6f64ec38aa0aec956d598a
Data/edgar/item5_02_text/1660134/0001193125-22-226462_d274610d8k.htm,25244,ebac875e6c275c889a79b18fbf368b98b04816090a141dce039737e0460c7220
Data/edgar/item5_02_text/1660134/0001193125-23-127592_d462366d8k.htm,21924,292c594606f94016004d986a1bff98e6c198429f94edcf0bd4996d4cb4f72412
Data/edgar/item5_02_text/1660134/0001660134-22-000041_okta-20220826.htm,39581,615db3a4eff98ae6cec8f34a62cabd9203cbf60d895af464b64ebbcdf9e87dd2
Data/edgar/item5_02_text/1660134/0001660134-22-000055_okta-20221128.htm,38453,b79b3954019079d761c7a14a462268528c8af0b3049aae71bea6603c8e72cf52
Data/edgar/item5_02_text/1660134/0001660134-23-000009_okta-20230227.htm,40073,89a0a26a962f18477eb5dbc7f6460bea720473f1d2c808840db5ec655a72e701
Data/edgar/item5_02_text/1660134/0001660134-23-000044_okta-20230824.htm,29090,91540a7c956c4ecb2fe6192d0a1b67bf025935bafa64814355c3cc7dcb6bb5ba
Data/edgar/item5_02_text/1713683/0001193125-18-149450_d559230d8k.htm,15209,f81364f6f7cfd710524745bf4c00f0041e6d818880c2ade58fef938bc959304c
Data/edgar/item5_02_text/1713683/0001628280-18-012442_zs101020188k.htm,35589,83b3abde818436a2f66724a80f83cd12c31abddafd79574a8accfad2ce3f83e2
Data/edgar/item5_02_text/18926/0001193125-12-134562_d321644d8k.htm,12344,ddb3a254b10d4538500a3317742d86d1c5cca90ce48934aab597c1a386947020
Data/edgar/item5_02_text/18926/0001193125-13-012088_d468068d8k.htm,13549,8007ac5189a20eac402d2c6ff9fd2d396cf58a857b012e61e8ef7646e58f0183
Data/edgar/item5_02_text/18926/0001193125-13-124519_d509961d8k.htm,14495,26c02f3af0aaadce3bc5f586451c12340cdfcf7c4eacf793a0bb09c67c153a97
Data/edgar/item5_02_text/18926/0001193125-14-221590_d734946d8k.htm,37063,8aab965f8a242a4a33ab7adc0f65ae20b8376bd33088f48d3446816c249a2cd2
Data/edgar/item5_02_text/18926/0001193125-15-197966_d930238d8k.htm,36471,a53c62e75cf1d4083b2129c732589e2242dece1b4fd7746f72a1c72f11e6d68b
Data/edgar/item5_02_text/18926/0001193125-15-210785_d935325d8k.htm,13660,8cb56676b3d40be9d5ca24090ee246ec229dfcbed4653b13694361722fdc99dc
Data/edgar/item5_02_text/18926/0001193125-15-378521_d52983d8k.htm,15532,0f80dd1100e29e42af1295847eb5b65541be366b6f9af3e92e29a9067974baa3
Data/edgar/item5_02_text/18926/0001193125-16-436965_d130401d8k.htm,30247,5b88ca4d2c0670ca62403d1624e4891cf258c5db4ed9f52ab29b195187b54c9a
Data/edgar/item5_02_text/18926/0001193125-17-053977_d354377d8k.htm,15038,868cad3a108098ca140e9d8ceb3b852c8e4404b370a9f0eb416564e05b73b525
Data/edgar/item5_02_text/18926/0001193125-17-191355_d370866d8k.htm,31567,834c9879046bf63044fe1dd751deab0114f510e6f29b7cdf24d41c7e5e7bfdbd
Data/edgar/item5_02_text/18926/0001193125-18-281219_d629720d8k.htm,26861,d2618806a215938f16160fab1f9de991f048c8e33cddbeea32cd2c3d5f6f5fb0
Data/edgar/item5_02_text/18926/0001193125-18-319714_d617864d8k.htm,25468,bdf7d65794f6f41c2baf0c254418142cedb98766701d46aed781cf4e6efb1dfb
Data/edgar/item5_02_text/18926/0001193125-18-319718_d647295d8k.htm,22450,ce2b6793f7dfa059b4939f446ec48ea806240fb232042e1dd81b355539a45edc
