final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02
732717,2019-01-01,"AT&T, Inc.","AT&T, Inc.",1,HACK,False,73000000,False,"The Oregon Department of Justice reported a data breach involving AT&T Inc. on April 10, 2024, affecting a total of 51,226,382 individuals.",2024-04-01 00:00:00,2020-01-01 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T, Inc."" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",5.3699,-4.4923,5.7182,-5.0819,27.3335,27.2389,15204968.85,15033553.48,-0.0946,66093.0,T,window,1,13.1841,0.6355,0.0364,0.3312,18,2,1917.0,0,0.0,0,0,0,0,
732717,2022-06-01,AT&T,AT&T,1,HACK,False,7600000,False,"The Wisconsin Department of Justice reported a data breach involving AT&T on March 30, 2024. The breach occurred in June 2022 and affected approximately 7.6 million current customers and 65 million former customers, potentially compromising various types of personal information, including full names, social security numbers, and AT&T account details.",2024-03-30 00:00:00,2022-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Email address"""",""""Mailing address"""",""""Phone number"""",""""Social Security number"""",""""Date of birth"""",""""AT&T account number"""",""""AT&T passcode""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone number"""",""""AT&T account number"""",""""AT&T passcode""""]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-1.1469,4.8176,-1.1109,4.6826,25.2326,27.5182,12214557.37,17845792.54,2.2856,66093.0,T,window,1,13.2206,0.6667,0.0364,0.3048,19,0,668.0,0,0.0,0,1,1,1,30.0
732717,2022-08-30,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,1,False,"The Maryland Office of the Attorney General reported a data breach involving AT&T Services, Inc. on February 24, 2023. The incident, which occurred on or about August 30, 2022, involved a vendor employee improperly retaining and reusing the payment card information of a Maryland resident, with one individual affected.",2023-02-24 00:00:00,2022-08-30 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Payment card information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),-3.7023,-6.1771,-3.6051,-5.3229,27.3975,20.7976,19252130.64,9397317.21,-6.5999,66093.0,T,window,1,13.2206,0.6667,0.0364,0.3048,20,1,178.0,0,0.0,0,0,0,1,156.0
732717,2023-03-01,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,8900000,False,Regulatory enforcement for failure to delete customer data; earlier exposures,2023-03-01 00:00:00,2023-03-01 00:00:00,Customer data that should have been deleted,BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),-1.9661,3.6151,-1.9427,3.8312,26.2635,15.3235,10002259.97,8178866.54,-10.94,66093.0,T,window,1,12.9063,0.7357,-0.0195,0.3434,21,2,0.0,0,1.0,0,0,0,0,
732717,2024-03-17,AT&T Inc.,AT&T | AT&T Inc.,4,HACK+INSD,True,295716,True,"The Iowa Attorney General's Office reported on April 9, 2024, that AT&T Inc. experienced a data breach in which a dataset containing personal information of Iowa residents was released online on March 17, 2024. The compromised data may have included full name, email address, mailing address, phone number, social security number, date of birth, AT&T account number, and AT&T passcode; however, the number of individuals affected is unknown. AT&T has begun an investigation and is offering impacted individuals one year of complimentary identity theft protection and credit monitoring services provided by Experian.",2024-04-09 00:00:00,2024-03-26 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Email address"""",""""Mailing address"""",""""Phone number"""",""""Social Security number"""",""""Date of birth"""",""""AT&T account number"""",""""AT&T passcode""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""AT&T passcode""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-1.4524,2.4048,-1.4834,2.3177,18.3117,14.6894,14995575.73,6800582.9,-3.6223,66093.0,T,window,1,12.9167,0.7066,0.0354,0.3555,22,0,23.0,0,0.0,0,0,0,0,
732717,2024-03-26,AT&T Inc.,AT&T Inc.,3,INSD,False,999999,True,"The Montana Department of Justice reported a data breach involving AT&T Inc. on April 9, 2024. The breach occurred on March 26, 2024, affecting 70,747 residents, potentially compromising personal information including full names, email addresses, mailing addresses, phone numbers, social security numbers, dates of birth, AT&T account numbers, and AT&T passcodes. AT&T is providing one year of complimentary credit monitoring and identity theft protection services through Experian’s IdentityWorks.",2024-04-09 00:00:00,2024-03-26 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full name"""",""""Email address"""",""""Mailing address"""",""""Phone number"""",""""Social Security number"""",""""Date of birth"""",""""AT&T account number"""",""""AT&T passcode""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""AT&T passcode""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T Inc."" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",2.851,2.1591,2.8728,2.1186,16.3801,17.0974,13901511.42,10913111.36,0.7173,66093.0,T,window,1,12.9167,0.7066,0.0354,0.3555,23,1,14.0,0,0.0,0,0,0,0,
732717,2024-04-09,AT&T Inc,AT&T Inc | AT&T Inc.,3,HACK,False,51226382,True,"The Indiana Office of the Attorney General reported on April 9, 2024, that AT&T Inc experienced a data breach affecting approximately 51,226,382 individuals, with 1,437,078 residents specifically identified as affected.",2024-04-09 00:00:00,2024-04-30 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),"NEAR-DUPLICATE CHAIN CH-07: 2 firm-day events collapsed [2024-04-09, 2024-04-10] (Gate 2 signed; record-count gaps not a distinctness signal)",1,"Clause (a): registry match ""AT&T Inc"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-2.0147,-0.3367,-1.9327,-0.3863,14.4087,16.2377,12539503.67,12376330.18,1.829,66093.0,T,window,1,12.9167,0.7066,0.0354,0.3555,24,2,0.0,0,1.0,0,0,0,0,
732717,2024-04-14,AT&T Inc.,AT&T Inc.,2,HACK,False,110000000,True,"The Oregon Department of Justice reported a data breach involving AT&T Inc. on April 10, 2024, affecting a total of 51,226,382 individuals.",2024-04-10 00:00:00,2024-04-25 00:00:00,"{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T Inc."" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",2.0779,2.4085,2.0448,2.4714,15.3718,14.1687,12138061.91,13685024.09,-1.2031,66093.0,T,window,1,12.9167,0.7066,0.0354,0.3555,25,3,0.0,1,1.0,0,0,0,0,
764180,2006-12-01,"Altria Group, Inc.","Altria Group, Inc.",1,PORT,False,17,False,"On January 10, 2007, the New Hampshire Attorney General's Office was notified by Towers Perrin on behalf of Altria Group, Inc. about a data breach involving a stolen laptop containing personal information of approximately 17 New Hampshire residents. The breach was discovered on December 1, 2006, and the laptop was not encrypted, although it was password protected.",2007-01-10 00:00:00,2007-01-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: ALTRIA GROUP INC,,0,,-0.0271,3.8114,-0.0276,3.9122,14.2723,6.4667,7242708.26,3217885.78,-7.8056,13901.0,MO,window,1,11.5894,0.6309,0.0967,0.2737,0,0,40.0,0,0.0,0,0,1,1,63.0
771497,2018-01-08,ABM Industries Incorporated,ABM Industries Incorporated,4,HACK,False,42366,True,"The New Hampshire Attorney General's Office reported on July 23, 2019, that ABM Industries Incorporated experienced a data breach affecting 31 New Hampshire residents. The breach involved unauthorized access to employee email accounts due to a phishing incident that occurred between January 8, 2018, and August 7, 2018, potentially exposing various types of personal information, including Social Security numbers and financial information.",2019-03-12 00:00:00,2018-08-07 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Passport number"""",""""Email address"""",""""Account password""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Passport number"""",""""Bank account/financial information"""",""""Credit/debit card number"""",""""Account password""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Bank account/financial information"""",""""Credit/debit card number""""]}}}",BSO,VERIFIED,EDGAR name: ABM INDUSTRIES INC,,0,,,,,,,,,,,,,,0,,,,,0,0,428.0,0,0.0,0,0,0,0,
773840,2021-02-16,Honeywell International Inc.,Honeywell International Inc.,1,HACK,False,4,False,"On May 3, 2021, the New Hampshire Attorney General's Office reported a data breach involving Honeywell International Inc. The breach occurred on February 16, 2021, when an unauthorized person gained remote access to Honeywell's computer network, potentially affecting the personal information of four New Hampshire residents, including names, addresses, Social Security Numbers, and medical information.",2021-05-03 00:00:00,2021-04-08 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security Number/tax ID number"""",""""Driver's license/state ID"""",""""Financial account number without any password or security code""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number"""",""""Driver's license/state ID"""",""""Financial account number without any password or security code"""",""""Medical information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: ALLIED SIGNAL INC,,0,,2.5537,8.7787,2.5387,8.9736,18.955,21.6318,896464.73,640239.57,2.6768,10145.0,HON,window,1,11.0758,0.7244,0.074,0.2228,0,0,76.0,0,0.0,1,0,0,1,148.0
773840,2023-05-27,"Honeywell International, Inc.","Honeywell International Inc. | Honeywell International, Inc.",3,HACK,False,118379,True,"The Maine Office of the Attorney General reported that Honeywell International Inc. experienced a data breach caused by a hacking incident on May 27, 2023, affecting approximately 118,379 individuals, including 301 residents of Maine. The breach involved unauthorized access to personal information, specifically Social Security numbers, and identity theft protection services were offered for two years through Experian.",2023-09-13 00:00:00,2023-08-28 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: ALLIED SIGNAL INC,,0,,-0.4491,0.2521,-0.4928,0.1766,19.4128,16.7559,538501.64,838454.63,-2.6569,10145.0,HON,window,1,11.0393,0.7218,0.0797,0.234,1,0,109.0,0,0.0,0,1,1,1,19.0
773840,2023-06-03,Honeywell International Inc.,Honeywell International Inc.,1,HACK,False,1069,False,"The New Hampshire Attorney General's Office reported on September 18, 2023, that Honeywell International Inc. experienced a data breach affecting 1,069 New Hampshire residents due to a vulnerability in the Progress MOVEit Transfer application. The breach was discovered on June 3, 2023, and involved personal information related to a pension plan.",2023-09-18 00:00:00,2023-08-28 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Personal information related to a pension plan""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED,EDGAR name: ALLIED SIGNAL INC,,0,,-0.0925,-2.2863,-0.1213,-2.552,21.724,13.6763,587625.81,813619.54,-8.0477,10145.0,HON,window,1,11.0393,0.7218,0.0797,0.234,2,1,107.0,0,0.0,0,1,1,1,12.0
789019,2017-07-05,Microsoft Corporation,Microsoft Corporation,1,HACK,False,0,False,Hackers accessed Microsoft internal bug-tracking database containing details of unfixed vulnerabilities. Discovered internally and reported in 2017.,2017-10-17 00:00:00,2013-01-01 00:00:00,Internal vulnerability reports and software flaw details,BSO,VERIFIED,EDGAR name: MICROSOFT CORP,,0,,3.7374,7.0624,3.8017,7.3223,17.8401,12.3079,9004115.94,8081746.31,-5.5322,10107.0,MSFT,window,1,12.3929,0.6997,0.088,0.3383,0,0,104.0,0,0.0,0,0,1,1,76.0
789019,2019-12-05,Microsoft Corporation,Microsoft Corporation,1,DISC,False,250000000,False,Five misconfigured Elasticsearch servers exposed internal customer support database containing ~250 million support records.,2020-01-22 00:00:00,2019-12-05 00:00:00,"Support case logs including emails, IPs, locations, case notes",BSO,VERIFIED,EDGAR name: MICROSOFT CORP,,0,,0.577,4.355,0.5821,4.64,12.2389,12.0375,5468213.54,8742102.78,-0.2014,10107.0,MSFT,window,1,12.5657,0.6429,0.1369,0.4335,1,0,48.0,0,0.0,0,0,0,1,99.0
789019,2022-03-01,Microsoft Corporation,Microsoft Corporation,1,HACK,False,0,False,Hacker group Lapsus$ compromised a single Microsoft account and exfiltrated portions of source code for a few products. No customer data accessed.,2022-03-22 00:00:00,2022-03-22 00:00:00,Portions of proprietary source code,BSO,VERIFIED,EDGAR name: MICROSOFT CORP,,0,,-2.95,-5.2328,-2.8163,-5.4647,33.9327,33.2425,16574715.29,6246757.26,-0.6902,10107.0,MSFT,window,1,12.7182,0.5746,0.1836,0.4808,2,0,21.0,0,0.0,0,0,0,0,
789019,2022-09-24,Microsoft Corporation,Microsoft Corporation,1,DISC,False,35000,False,"Misconfigured Azure endpoint exposed business transaction data (~35,000 records) including customer names, emails, phone numbers.",2022-10-19 00:00:00,2022-09-24 00:00:00,Customer and business contact info,BSO,VERIFIED,EDGAR name: MICROSOFT CORP,,0,,0.9387,-8.4841,0.9216,-8.8896,25.5936,37.7809,5833281.23,5909487.29,12.1873,10107.0,MSFT,window,1,12.8072,0.5435,0.1994,0.4948,3,1,25.0,0,0.0,0,0,0,0,
