org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,legacy_cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,resolved_cik,grade,method,evidence
"Financial Business and Consumer Solutions, Inc.",2024-05-10 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Delaware Department of Justice reported a data breach involving Financial Business & Consumer Solutions, Inc. on May 10, 2024. The breach occurred from February 14 to February 26, 2024, due to unauthorized access to systems, affecting 1,222 individuals and compromising names, Social Security numbers, dates of birth, and account information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,6574,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-04-26 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Montana Department of Justice reported on April 26, 2024, that Financial Business and Consumer Solutions, Inc. experienced a data breach between February 14 and February 26, 2024, potentially affecting the personal information of 7,735 residents. The breach involved unauthorized access to certain systems in FBCS's network, and they have stated there is no indication that the affected individuals' information has been misused.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Legal name"""",""""Home address"""",""""Phone number"""",""""Date of birth"""",""""Social Security Number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,7735,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-10 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Delaware Department of Justice reported a data breach involving Financial Business and Consumer Solutions, Inc. (FBCS) on April 26, 2024. The breach occurred between February 14 and February 26, 2024, potentially affecting 10,818 individuals. The method of breach was unauthorized access to FBCSâ€™s network.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Legal name"""",""""Home address"""",""""Phone number"""",""""Date of birth"""",""""Social Security Number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,10818,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-04-26 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Iowa Attorney General's Office reported that Financial Business and Consumer Solutions, Inc. (FBCS) experienced a data breach involving unauthorized access to its systems between February 14 and February 26, 2024, potentially affecting the personal information of 14,808 Iowa residents. The types of information that were potentially accessed include names, Social Security numbers, dates of birth, and account information. FBCS began notifying impacted individuals on April 26, 2024.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Date of birth"""",""""Account information""""]}}}",BSO,14808,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-08 00:00:00,2024-02-09,2024-05-31 00:00:00,"The Delaware Department of Justice reported a data breach involving Financial Business and Consumer Solutions, Inc. (FBCS) on July 8, 2024. The breach occurred between February 9, 2024, and May 31, 2024, affecting 27,417 residents. The incident involved unauthorized access to systems and may have compromised personal information of individuals.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Home address"""",""""Phone number"""",""""Date of birth"""",""""Social Security Number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,27417,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-04-26 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported that Financial Business and Consumer Solutions, Inc. (FBCS) experienced a data breach due to unauthorized access to their systems from February 14 to February 26, 2024. Approximately 1,955,385 individuals were affected, including 4,020 Maine residents, with information potentially compromised including names, Social Security numbers, dates of birth, and driver's license numbers. Written notifications were sent starting April 26, 2024, and FBCS offered 12 months of credit monitoring through CyEx.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1955385,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-05-10 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported on May 10, 2024, that Financial Business and Consumer Solutions, Inc. (FBCS) experienced a data breach beginning on February 14, 2024, through unauthorized access (hacking) affecting 4,661 Maine residents and a total of 2,679,555 individuals. The compromised information includes names, Social Security numbers, dates of birth, account information, and driver's license numbers. FBCS is providing 12 months of free credit monitoring services through CyEx to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2679555,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-05-29 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Financial Business and Consumer Solutions, Inc. (FBCS) on May 29, 2024. The breach occurred between February 14 and February 26, 2024, due to unauthorized access (hacking), affecting a total of 3,226,631 individuals, with 7,535 of those being Maine residents. The potentially compromised information includes names, Social Security numbers, dates of birth, account information, and Driver's License numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information"""",""""Driver's License Number or Non-Driver Identification Card Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's License Number or Non-Driver Identification Card Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3226631,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-06-20 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported a data breach incident involving Financial Business and Consumer Solutions, Inc. (FBCS) on June 20, 2024. The breach occurred from February 14 to February 26, 2024, due to unauthorized access (hacking), potentially affecting 3,435,640 individuals, including 7,620 Maine residents. The exposed information included names, Social Security numbers, dates of birth, and account information, and FBCS is offering 12 months of complimentary credit monitoring services through CyEx.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3435640,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-08 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Financial Business and Consumer Solutions, Inc. (FBCS) on July 8, 2024. The breach, discovered on February 26, 2024, involved unauthorized access to FBCS's systems between February 14 and February 26, 2024, potentially affecting the personal information of 7,786 Maine residents out of a total of 4,050,711 individuals. The compromised information includes names, Social Security numbers, dates of birth, account information, and medical information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Medical information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4050711,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-10 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported that Financial Business and Consumer Solutions, Inc. (FBCS) experienced a data breach involving unauthorized access to its systems, which occurred between February 14 and February 26, 2024. As a result, approximately 4,077,016 individuals were affected, including 7,798 Maine residents, with compromised information such as names, Social Security numbers, dates of birth, account information, and medical information. The company is offering 12 months of credit monitoring services through CyEx to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""name"""",""""Social Security number"""",""""date of birth"""",""""account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""medical information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4077016,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-17 00:00:00,2024-02-14,2024-02-26 00:00:00,"On July 17, 2024, the Maine Office of the Attorney General reported that Financial Business and Consumer Solutions, Inc. experienced an external system breach (hacking) affecting approximately 4,171,097 individuals, including 7,807 Maine residents. The breach occurred between February 14 and February 26, 2024, and involved unauthorized access to personal information such as names, Social Security numbers, and account information, with 12 months of credit monitoring services offered through CyEx.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4171097,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-19 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported that Financial Business and Consumer Solutions, Inc. experienced a data breach due to external system hacking, discovered on February 26, 2024, potentially affecting 4,233,971 individuals, including 7,839 Maine residents. Compromised information includes names, Social Security numbers, dates of birth, and account information, and the company offered 12 months of credit monitoring through Cyex to impacted individuals. The notification was provided in writing on April 26, 2024.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4233971,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Financial Business and Consumer Solutions, Inc.",2024-07-23 00:00:00,2024-02-14,2024-02-26 00:00:00,"The Maine Office of the Attorney General reported that Financial Business and Consumer Solutions, Inc. (FBCS) experienced a data breach involving unauthorized access to its systems from February 14 to February 26, 2024. The breach affected a total of 4,253,394 individuals, including 7,841 Maine residents, and involved the exposure of names, Social Security numbers, dates of birth, account information, and medical information. FBCS is offering 12 months of free credit monitoring through CyEx to those affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth"""",""""Account information""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Medical information""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4253394,HACK,PNC,713676,6200,511210,"Financial Business and Consumer Solutions, Inc.",0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Financial Institution Service Corporation,2023-10-04 00:00:00,2023-05-30,2023-05-31 00:00:00,"The New Hampshire Attorney General's Office reported on October 4, 2023, that Financial Institution Service Corporation (FISC) experienced a data breach involving unauthorized access to its MOVEit Transfer server between May 30 and May 31, 2023. Approximately ten New Hampshire residents were affected, with personal information potentially compromised, although specific details about the types of information involved are unclear.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,10,HACK,PNC,713676,6200,511210,Financial Institution Service Corporation,0,0,0,0,,EXCLUDED-UNRESOLVED,NO_MATCH,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
