final_cik,breach_date,org_name,name_variants,n_source_records,breach_type,multi_type,total_affected_max,multi_filing,incident_details,reported_date,end_breach_date,information_affected,organization_type,final_grade,final_evidence,chain_note,fcc_form499,treatment_evidence,car_5d,car_30d,bhar_5d,bhar_30d,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,permno,matched_ticker,permno_match,has_crsp_data,firm_size_log,leverage,roa,op_margin,prior_breaches_total,prior_breaches_1yr,disclosure_delay_days,delay_invalid,delay_recoded,immediate_disclosure,health_breach,executive_change_30d,executive_change_90d,executive_change_180d,days_to_first_item_5_02,bdt,rdt,e2_pre_sd,e2_post_sd,e2_vol_change,e2_anchor_year,e2_n_pre,e2_n_post,e2_anchor_found,sich,sic2,prior_records_oldstyle,delay_w,prior_events,size_q,year,garch_dv,beta,raw_pre,abn_pre,raw_post,abn_post,raw_d1,abn_d1,raw_d2,abn_d2,raw_ann,abn_ann,mkt_pre,mkt_post,abn_dv,raw_dv,mkt_dv,log_vr,emonth,abn_dv_d1,abn_dv_d2
732717,2012-01-01,AT&T,AT&T,1,PHYS,False,2000000,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach incident involving AT&T on February 13, 2012. The breach affected 21 residents and involved the exposure of electronic records, specifically credit and debit numbers.",2012-02-13 00:00:00,2017-01-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""CreditDebitNumbers""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-1.8261,-6.7237,-1.8297,-7.0413,16.809,12.4151,8076644.74,8758864.58,-4.3939,66093.0,T,window,1,12.5075,0.6087,0.0146,0.2737,1,0,43.0,0,0,0.0,0,0,0,1,180.0,2012-01-01,2012-02-13,0.798239,0.488159,-0.31008,2012.0,21,21,True,4812.0,48,1,43.0,1.0,Q4 (largest),2012,-0.1109855812872495,0.5770353777535752,0.7927832991009165,0.6894403571729576,0.4887200858218478,0.4776782401863565,1.279402786696417,0.864689937024276,1.2062585877261907,0.7633703113743681,0.4289233064054433,0.21954179921483846,0.5788629287540482,0.727665851819887,-0.21176211698660108,-0.3040632132790687,0.14880292306583875,-0.7338856475654018,2012-02,-0.38701169683791947,-0.28569207118801154
732717,2013-01-01,AT&T,AT&T,1,INSD,False,280000,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving AT&T on April 21, 2015. The breach affected 605 residents and compromised Electronic Records, specifically Social Security Numbers (SSN).",2015-04-21 00:00:00,2014-01-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",0.4013,-0.8353,0.3676,-1.0133,13.4234,18.1659,8530622.28,5569639.76,4.7425,66093.0,T,window,1,12.5147,0.6596,0.0267,0.2444,2,0,840.0,0,0,0.0,0,0,1,1,34.0,2013-01-01,2015-04-21,0.806912,1.08006,0.273148,2015.0,21,21,True,4812.0,48,2,788.399999999998,2.0,Q4 (largest),2015,0.1255101010323355,0.5518713247347601,0.8084165661811925,0.5863167315633342,1.0796891216147975,0.9366414447652488,0.9216869669460728,0.8036211918141263,0.8657821033085938,0.767460789740382,1.5209579193718674,1.3994594693166216,0.6810011244309295,0.6540646182945243,0.3503247132019146,0.27127255543360496,-0.02693650613640519,0.9368808097821435,2015-04,0.13302025295112252,0.1691806550248668
732717,2013-11-05,AT&T,AT&T,1,INSD,False,48,False,"The Maine Office of the Attorney General reported a data breach involving AT&T on June 11, 2014. The breach occurred between November 5, 2013, and January 18, 2014, affecting 4 residents, with 3 AT&T employees accessing personal information in customer accounts without authorization.",2014-06-11 00:00:00,2014-01-18 00:00:00,"{""""Encryption Status"""": """"Unencrypted"""", """"Categories Affected"""": {""""Personal Identifiers"""": {""""Affected"""": """"Yes"""", """"Examples"""": [""""Personal information in customer accounts""""]}, """"Protected Classification Characteristics"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Commercial Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Biometric Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Internet or Network Activity"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Geolocation Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensory Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Professional or Employment-Related Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Education Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Inferences Drawn from Personal Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensitive Personal Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Customer Records"""": {""""Affected"""": """"No"""", """"Examples"""": []}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-3.2426,-7.863,-3.2187,-7.7779,15.5533,13.3208,13203633.58,6669416.84,-2.2325,66093.0,T,window,1,12.5147,0.6596,0.0267,0.2444,3,1,218.0,0,0,0.0,0,0,1,1,37.0,2013-11-05,2014-06-11,0.851707,0.436268,-0.415439,2014.0,21,21,True,4812.0,48,3,218.0,3.0,Q4 (largest),2014,-0.0541385202008147,0.7542059746641055,0.8488841646538119,0.875451787739704,0.4360767254465554,0.42270429773899687,0.9903172689774589,0.7979884872471712,0.9564253244460807,0.7892841656535252,0.27776928425903713,0.34072382691236386,0.5182360247351908,0.5057237986057118,-0.45274749000070713,-0.4128074392072565,-0.012512226129478998,-1.4561344141594033,2014-06,-0.3752841895081743,-0.36657986791452835
732717,2014-02-01,AT&T,AT&T,2,INSD,False,73000000,True,"On April 20, 2015, the New Hampshire Department of Justice reported a data breach involving AT&T that occurred in Mexico, affecting approximately 80 New Hampshire residents. The breach involved unauthorized access to customer accounts by vendor employees, potentially exposing names, telephone numbers, and the last four digits of social security numbers, with 17 individuals possibly having their full social security numbers accessed.",2015-04-20 00:00:00,2014-07-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""City"""",""""State"""",""""Zip"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Customer Proprietary Network Information (CPNI) (e.g., type of service or quantity of service)""""]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",-3.2073,-5.2349,-3.22,-5.4132,12.4884,21.2495,13699860.22,13413838.95,8.7611,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,4,1,443.0,0,0,0.0,0,0,0,1,149.0,2014-02-01,2015-04-20,0.836552,1.069076,0.2325239999999999,2015.0,21,21,True,4812.0,48,4,443.0,4.0,Q4 (largest),2015,0.1266157446466222,0.5527143011459426,0.8377330179319264,0.5941341344104673,1.0687453335125081,0.9392496033426878,0.9105559596898896,0.7945041044367116,0.8643251957921247,0.76335368050492,1.5607511918232766,1.447906016268409,0.6967237077924074,0.6332897658824344,0.34511546893222056,0.23101231558058166,-0.06343394190997309,0.9159523055303499,2015-04,0.1447454989059762,0.17589592283776778
732717,2014-04-01,AT&T,AT&T | AT&T Services Inc.,2,INSD,False,500,True,"The Wisconsin Department of Justice reported a data breach involving AT&T on June 13, 2014. The breach occurred between April 9 and April 21, 2014, involving the theft of personal information, including Social Security numbers and call records of AT&T Mobility customers, though the number of affected individuals remains unknown. AT&T is offering one year of free credit monitoring to those impacted and recommends password changes and placing fraud alerts on credit reports.",2014-06-13 00:00:00,2014-06-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security numbers""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Call records""""]}}}",BSO,VERIFIED-GATE1|VERIFIED-REASONING,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,Clause (b): AT&T Inc. filing family (7/28),2.9628,4.7323,2.9862,4.781,14.6049,17.6151,11734319.53,8726474.8,3.0102,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,5,2,73.0,0,0,0.0,0,0,1,1,90.0,2014-04-01,2014-06-13,0.818993,0.459337,-0.359656,2014.0,21,21,True,4812.0,48,6,73.0,5.0,Q4 (largest),2014,-0.0355440235118377,0.7308526509627089,0.8160394667743303,0.8658973509263315,0.45909244639106545,0.44926389996410393,0.963174196953799,0.7942419971738939,0.9454905823349483,0.7881951165007383,0.33757227292010294,0.2725423846869695,0.48639904800972,0.5339624221663115,-0.41663345096222754,-0.3569470203832648,0.04756337415659151,-1.3123118071156863,2014-06,-0.34497809720978995,-0.3389312165366343
732717,2014-04-09,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,1,False,"On June 5, 2014, AT&T Services, Inc. reported a data breach to the New Hampshire Department of Justice affecting one resident. The breach occurred between April 9 and 21, 2014, when employees of a call center service provider accessed the resident's account without authorization, potentially exposing their social security number and Customer Proprietary Network Information (CPNI). AT&T plans to notify the affected resident on or about June 10, 2014, and will provide one year of free credit monitoring.",2014-06-05 00:00:00,2014-04-21 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),2.0407,-1.3356,2.0909,-1.469,12.7067,18.4947,10284594.08,10183870.17,5.788,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,6,3,57.0,0,0,0.0,0,0,1,1,82.0,2014-04-09,2014-06-05,0.862634,0.26106,-0.601574,2014.0,21,21,True,4812.0,48,8,57.0,6.0,Q4 (largest),2014,-0.075847977608374,0.7459976307418783,0.8597130814848583,0.8781490946752741,0.2615517542339511,0.33920374798343506,0.9928160033281498,0.7817720437808827,0.9634808950117986,0.8019343138846202,0.28468334601799244,0.28318344855424027,0.51958787079395,0.44244171157662926,-0.538945346691839,-0.5981613272509072,-0.07714615921732071,-1.902430875171235,2014-06,-0.44256829579744766,-0.46273056590118516
732717,2014-06-05,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,671,False,"On April 20, 2015, the Maryland Office of the Attorney General reported a data breach incident involving AT&T Services, Inc. The breach, which occurred in June 2014, involved unauthorized access by vendor employees to customer accounts in Mexico, affecting approximately 539 total Maryland residents, with 102 residents potentially having their full Social Security Numbers accessed.",2015-04-20 00:00:00,2014-06-05 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Telephone number"""",""""Last four digits of Social Security number"""",""""Full Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Full Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),-1.1418,1.6974,-1.1362,1.7708,13.6551,4.7283,12499466.73,3751100.64,-8.9268,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,7,4,319.0,0,0,0.0,0,1,1,1,25.0,2014-06-05,2015-04-20,0.836552,1.069076,0.2325239999999999,2015.0,21,21,True,4812.0,48,9,319.0,7.0,Q4 (largest),2015,0.1266157446466222,0.5527143011459426,0.8377330179319264,0.5941341344104673,1.0687453335125081,0.9392496033426878,0.9105559596898896,0.7945041044367116,0.8643251957921247,0.76335368050492,1.5607511918232766,1.447906016268409,0.6967237077924074,0.6332897658824344,0.34511546893222056,0.23101231558058166,-0.06343394190997309,0.9159523055303499,2015-04,0.1447454989059762,0.17589592283776778
732717,2014-06-11,AT&T,AT&T,1,INSD,False,76,False,"The Maine Office of the Attorney General reported a data breach involving AT&T on April 20, 2015. The breach occurred on June 11, 2014, affecting 76 residents, including 9 individuals from Maine whose full Social Security Numbers (SSNs) were accessible. The compromised information included names, phone numbers, and the last four digits of SSNs.",2015-04-20 00:00:00,2014-06-11 00:00:00,"{""""Encryption Status"""": """"Unencrypted"""", """"Categories Affected"""": {""""Personal Identifiers"""": {""""Affected"""": """"Yes"""", """"Examples"""": [""""Name"""", """"Phone numbers"""", """"Last four digits of SSN"""", """"Full Social Security Numbers""""]}, """"Protected Classification Characteristics"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Commercial Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Biometric Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Internet or Network Activity"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Geolocation Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensory Data"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Professional or Employment-Related Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Education Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Inferences Drawn from Personal Information"""": {""""Affected"""": """"No"""", """"Examples"""": []}, """"Sensitive Personal Information"""": {""""Affected"""": """"Yes"""", """"Examples"""": [""""Full Social Security Numbers""""]}, """"Customer Records"""": {""""Affected"""": """"No"""", """"Examples"""": []}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",0.1821,1.0352,0.185,1.0618,11.9541,4.4762,12655232.18,3953448.33,-7.4779,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,8,5,313.0,0,0,0.0,0,1,1,1,19.0,2014-06-11,2015-04-20,0.836552,1.069076,0.2325239999999999,2015.0,21,21,True,4812.0,48,10,313.0,8.0,Q4 (largest),2015,0.1266157446466222,0.5527143011459426,0.8377330179319264,0.5941341344104673,1.0687453335125081,0.9392496033426878,0.9105559596898896,0.7945041044367116,0.8643251957921247,0.76335368050492,1.5607511918232766,1.447906016268409,0.6967237077924074,0.6332897658824344,0.34511546893222056,0.23101231558058166,-0.06343394190997309,0.9159523055303499,2015-04,0.1447454989059762,0.17589592283776778
732717,2014-08-11,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,3,False,"The New Hampshire Department of Justice reported a data breach on October 1, 2014, involving AT&T. An employee accessed accounts of three New Hampshire residents without authorization between August 11, 2014, and August 25, 2014, potentially exposing their social security and driver's license numbers as well as Customer Proprietary Network Information (CPNI).",2014-10-01 00:00:00,2014-08-25 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Customer Proprietary Network Information (CPNI)""""]}}}",BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),-1.6936,0.2376,-1.7137,0.2334,14.8698,7.1004,15889883.32,3650593.04,-7.7694,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,10,7,51.0,0,0,0.0,0,0,1,1,88.0,2014-08-11,2014-10-01,0.551202,0.943139,0.391937,2014.0,21,21,True,4812.0,48,12,51.0,10.0,Q4 (largest),2014,0.0464702541896635,0.5748179299940525,0.5508176714148314,0.4425991928753383,0.9388888435906817,0.7890564847521623,0.8201639871578129,0.8243889777978652,0.9123992974973358,0.828431018993057,0.6494010139693689,0.24409359969326197,0.45922534591781117,1.0764376073308617,0.346457291876824,0.3880711721758503,0.6172122614130505,1.1563466091469388,2014-10,-0.03533249304570296,-0.039374534240894765
732717,2014-10-09,AT&T,AT&T,1,INSD,False,1930,False,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving AT&T on October 9, 2014. The breach affected 97 individuals and compromised electronic records, specifically Social Security Numbers (SSN) and driver's licenses.",2014-10-09 00:00:00,2014-10-31 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-GATE1,Gate1-A: active registrant; 5907 is pre-2005 AT&T Corp (ticker T -> CIK 732717),,1,"Clause (a): registry match ""AT&T"" [dba] -> AT&T Enterprises, LLC (FRN 0005937974, start 1997-01-01, end none)",0.4743,-3.7792,0.4707,-3.8593,9.5094,14.5392,4353524.94,9742774.23,5.0298,66093.0,T,window,1,12.5346,0.6707,0.0657,0.3835,11,8,0.0,0,0,1.0,0,1,1,1,29.0,2014-10-09,2014-10-09,0.592151,0.807564,0.2154129999999999,2014.0,21,21,True,4812.0,48,13,0.0,11.0,Q4 (largest),2014,0.0352504597453763,0.5955243185758384,0.5913975543856547,0.4002618306138238,0.8037413760479353,0.851083263846293,0.8088827666177264,0.7982628982936621,0.9136151098492057,0.8414065834672684,0.9189546585356888,0.3723832768337767,0.647778083510233,0.6785339760240806,0.45082143323246915,0.2123438216622806,0.030755892513847582,1.5087821132878583,2014-10,0.05282036555263081,0.009676680379024583
732717,2017-01-01,"AT&T Services, Inc.","AT&T Services, Inc.",1,INSD,False,45,False,"The Maine Office of the Attorney General reported that AT&T Services experienced a data breach affecting 45 individuals between January 25, 2017, and April 20, 2017. The breach involved names or other personal identifiers in combination with driver's license numbers. The incident was reported on May 19, 2017.",2017-05-19 00:00:00,2017-04-01 00:00:00,"{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,VERIFIED-REASONING,SEC EDGAR: AT&T Services is operating subsidiary of AT&T Inc. | EDGAR-confirmed,,1,Clause (b): AT&T Inc. filing family (7/28),-4.265,-7.6619,-4.2448,-7.7952,16.0836,14.8823,6873437.77,4636534.1,-1.2013,66093.0,T,window,1,12.9087,0.6927,0.0321,0.3063,13,0,138.0,0,0,0.0,0,0,0,0,,2017-01-01,2017-05-19,0.793279,0.615305,-0.1779739999999999,2017.0,21,21,True,4812.0,48,15,138.0,13.0,Q4 (largest),2017,0.0174844401625777,0.5090251855321705,0.7924235877838255,0.7249334719768515,0.6149699682950069,0.6355177038658751,0.9399148522038804,0.9313227067609642,0.9295370853193967,0.8698333607311123,0.9545172536418605,0.6760552965360918,0.4515077464926346,0.36946304093785565,-0.0894157681109764,-0.17745361948881855,-0.08204470555477894,-0.2632798788880213,2017-05,-0.29580500289508904,-0.23431565686523714
