org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,media_coverage_count,major_outlet_coverage,high_media_coverage,major_outlet_flag,has_media_coverage,executive_change_30d,executive_change_90d,executive_change_180d,num_changes_180d,days_to_first_change,enforcement_type,penalty_amount_usd,enforcement_within_1yr,enforcement_within_2yr,has_enforcement,enforcement_within_365d,cpni_breach,breach_year,sic_3digit,hhi_industry_year,leverage_std,roa_std,governance_weakness_score,weak_governance,strong_governance,vendor_mean_cvss,vendor_max_cvss,vendor_high_severity_pct,has_high_complexity,complexity_category,total_affected_log,resolved_cik,resolution_source,resolution_confidence,permno,car_60d,car_90d,volatility_30d,abnormal_volume_30d,volatility_60d,volatility_90d,org_name_original,permno_original
"Equifax, Inc.",2014-03-05,2014-01-31,2014-01-31 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving Equifax, Inc. on March 5, 2014. The breach, discovered on January 31, 2014, involved unauthorized inquiries made from a single IP address, potentially affecting fourteen (14) New Hampshire residents. The specific types of information compromised include credit report details, but further specifics are UNKN.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Home address"""",""""Social Security number"""",""""Account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""IP address""""]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,14,HACK,EFX,33185,3400,511210,equifax,1,0,0,0,False,Non-FCC,False,0.3065,-4.267295581517261,0.2251,,True,9.038611038987929,0.0168946452565034,0.4843498755479196,578.5,4539.9,33,0,1,19.0422,22.3236,239275.02,253744.18,3.2814,True,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,9,1,14,10,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2014,340,10000.0,-1.023266926221883,0.2292870542117158,-0.6262769902167995,0,1,,,,0,Low,2.70805020110221,33185.0,SEC name: EQUIFAX INC,,52476.0,-6.07636333968391,-4.168228573871424,22.649306459464423,,19.856161607555624,20.386171895366605,,
"Essex Property Trust, Inc.",2015-04-01,2013-08-13,2014-09-25 00:00:00,"The New Hampshire Office of the Attorney General reported on April 1, 2015, that Essex Property Trust, Inc. experienced a cyber-intrusion affecting its computer networks. The breach potentially involved the personal information of one New Hampshire resident, specifically their name and Social Security number, although there is no evidence that this information was accessed or misused. Essex provided credit-monitoring services to affected individuals as a precaution.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First and last name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,ESS,920522,6500,511210,"Essex Property Trust, Inc.",0,0,0,0,False,Non-FCC,False,-4.0424,-2.635427322336648,-3.9734,,True,8.687876714921455,0.0052014252624729,0.6097264715265751,160.014,5058.998,596,0,1,18.8131,22.5259,98217.03,71779.18,3.7128,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,11.0,-12.0,,,0,0,0,0,0,2013,650,10000.0,-0.5445997075983585,-0.1139827106404965,-0.215308498478931,0,0,,,,0,Low,0.6931471805599453,920522.0,SEC name: ESSEX PORTFOLIO LP,,80681.0,-0.2605555572964046,-2.5841975330193945,22.52848792795469,,23.40265375121002,21.619964033153217,,
Evening Post Industries,2016-03-03,2016-02-26,2016-02-26 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving Evening Post Industries on March 3, 2016. The breach occurred on February 26, 2016, due to an email spoofing incident that led to the unauthorized disclosure of employee W-2 information, affecting one New Hampshire resident. The compromised information included names, addresses, Social Security numbers, and wage information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employee name"""",""""Employee address"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Wage information""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,DISC,CF,1324404,1000,511210,Evening Post Industries,0,0,0,0,False,Non-FCC,False,1.5036,-13.40484702943412,1.0651,,True,9.160317472400582,0.0020802424071152,0.6556060570378919,1115.8,12738.9,6,1,0,55.5676,62.301,1634369.81,1071469.24,6.7334,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,1,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,11.0,-25.0,,,0,0,0,0,0,2016,100,5555.555555555556,-0.3694389974444405,-0.2056091151181645,-0.0819149411631379,0,0,,,,0,Low,0.6931471805599453,1324404.0,Dataset Current Assignment,MEDIUM,90829.0,-12.400141431102584,-25.07036176987516,60.40880409915865,,50.40253984222349,51.29583689480136,,
Evening Telegram Company d/b/a Morgan Murphy Media,2021-03-22,2020-12-29,2021-02-21 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Evening Telegram Company d/b/a Morgan Murphy Media on March 22, 2021. The breach, which occurred due to unauthorized access, potentially affected the personal information of 2 Maryland residents, including their names and Social Security numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,2,HACK,JPM,19617,6200,511210,Evening Telegram Company d/b/a Morgan Murphy Media,0,0,0,0,False,Non-FCC,False,4.9538,2.3936551979890863,5.0031,,True,12.58946425942853,0.0029090508047254,0.916479774349091,,3246076.0,83,0,1,27.5834,27.4431,5484230.83,5182547.68,-0.1403,False,1,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,2,9,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2020,620,972.2222222222224,0.6265339407472286,-0.1812783607237005,0.4039061507354645,1,0,,,,0,Low,1.0986122886681098,19617.0,Dataset Current Assignment,MEDIUM,47896.0,15.018687019753862,16.915057144529612,28.09670674991719,,25.159743623890986,24.406182182118407,,
Facebook,2013-12-03,2013-11-24,2013-11-24 00:00:00,"The Wisconsin Department of Justice reported a data breach involving Facebook, LinkedIn, Twitter, Gmail, and Yahoo on December 3, 2013. The breach occurred on November 24, 2013, affecting approximately two million users, as hackers stole usernames and passwords through keylogging software. Organizations are notifying impacted users about the breach.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Usernames""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Passwords""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,DISC,META,1326801,7372,541511,,0,0,0,0,False,Non-FCC,False,,,,,False,11.72167950202044,0.0284604567066229,0.1262304962164334,2015.0,14933.0,9,0,0,,,,,,False,1,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2013,737,1358.024691358025,-2.39050780480634,0.5688165746376007,-1.47966218972197,0,1,,,,0,Low,0.6931471805599453,1326801.0,SEC name: FACEBOOK INC,,76947.0,,,,,,,,
Facebook,2018-09-28,2018-09-01,2018-09-01 00:00:00,,,BSO,50000000,HACK,META,1326801,7372,541511,,0,0,0,0,False,Non-FCC,False,,,,,False,13.23886402671026,0.0565394114585063,0.1208204582959542,13231.0,90291.0,27,0,0,,,,,,False,1,Massive,2,1,1,2,184.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,50000000,5,0,0,0,1115,0,1,0,1,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2018,737,1020.408163265306,-2.411162439619399,1.393111011917969,-1.902136725768684,0,1,,,,0,Low,17.72753358339242,1326801.0,SEC name: FACEBOOK INC,,76947.0,,,,,,,,
Facebook,2018-03-17,2018-03-01,2018-03-01 00:00:00,"The Indiana Attorney General reported a data breach involving Facebook-DataBreach. Specific details regarding the breach date, total affected individuals, and residents affected are unknown.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,87000000,HACK,META,1326801,7372,541511,,0,0,0,0,False,Non-FCC,False,,,,,False,13.14762706592419,0.0505063650560787,0.1204036723297525,12972.0,84524.0,16,0,0,,,,,,False,1,Massive,1,0,0,1,1558.0,1,0,1,0,0,0,1,0,0,0,0,0,6,5,87000000,11,1,2,1,1870,0,1,0,1,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2018,737,1020.408163265306,-2.412753659875826,1.216003044996877,-1.814378352436352,0,1,,,,0,Low,18.28141868811311,1326801.0,SEC name: FACEBOOK INC,,76947.0,,,,,,,,
"Facebook, Inc.",2008-06-09,2008-06-09,2008-06-09 00:00:00,"On June 9, 2008, the Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Facebook, Inc. that affected 1 resident. The breach involved the exposure of electronic records specifically related to driver's licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,3,HACK,META,1326801,7372,541511,facebook,121,0,0,0,False,Non-FCC,False,,,,,False,,,,,,0,1,0,,,,,,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,3,7,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2008,737,1428.571428571428,,,,0,0,,,,0,Low,1.3862943611198906,1326801.0,SEC name: FACEBOOK INC,,76947.0,,,,,,,,
"FedEx Ground Package System, Inc.",2011-06-24,2011-05-01,2011-06,"The New Hampshire Department of Justice reported that FedEx Ground Package System, Inc. experienced a potential data breach involving personal information from May 3 to June 6, 2011, due to a vulnerability in a human resources database. Approximately 2 New Hampshire residents were affected, with personal data potentially including Social Security numbers and bank account information. The breach was discovered on June 7, 2011, prompting immediate security measures by FedEx.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Bank account information""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Bank account information""""]}}}",BSO,2,HACK,FDX,1048911,3400,511210,"FedEx Ground Package System, Inc.",0,0,0,0,False,Non-FCC,False,0.9574,-0.6344658487681287,0.8921,,True,10.25469121688442,0.008816120906801,0.4321044195099611,9663.0,26202.0,54,0,1,19.1861,18.9708,751291.98,559643.06,-0.2153,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,9,1,2,10,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2011,340,10000.0,-1.222731482841882,-0.0078685928462301,-0.6074314449978259,0,1,,,,0,Low,1.0986122886681098,1048911.0,Dataset Current Assignment,MEDIUM,60628.0,2.5845538775239096,-3.588113301567031,18.970802809791685,,20.80791191801587,20.882208703938357,,
Festo Corporation,2021-04-30,2021-01-01,2021-02-24 00:00:00,"The New Hampshire Office of the Attorney General reported a data breach involving Festo Corporation on April 30, 2021. The breach, which occurred due to a phishing attack that compromised an employee's email account from February 17 to February 24, 2021, potentially exposed personally identifiable information (PII) of nine New Hampshire individuals, including photographs of their driverâ€™s licenses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Date of birth"""",""""Home address"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,9,HACK,AES,874761,4900,511210,festo,9,0,0,0,False,Non-FCC,False,8.347,4.484944883499198,8.7301,,True,9.65734369805534,0.0091899546282114,0.8383955148397538,2560.0,34603.0,119,0,1,28.4708,55.2022,2181289.57,2570998.56,26.7314,True,0,Small,0,0,0,0,,0,1,1,1,0,0,1,0,1,0,1,0,14,1,9,15,1,5,1,0,0,0,0,0,1.0,1.0,1.0,10.0,-28.0,,,0,0,0,0,0,2021,490,5555.555555555556,0.3284210830335369,0.0031057849306257,0.1626576490514555,0,0,,,,0,Low,2.302585092994046,874761.0,Dataset Current Assignment,MEDIUM,76712.0,10.34239014120133,8.576969332324413,55.20219562307663,,46.90164652336517,42.47753864787448,,
Festo Corporation,2021-05-01,2021-02-01,2021-02,"The Maine Office of the Attorney General reported a data breach involving Festo Corporation on May 1, 2021. The breach occurred between February 17, 2021, and February 24, 2021, due to unauthorized access to an employee's Microsoft 365 account resulting from a phishing attack. The breach potentially compromised the driver's license information of 356 individuals, albeit only 2 residents were specifically affected.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Date of birth"""",""""Home address"""",""""Driver's license number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Driver's license number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,356,HACK,AES,874761,4900,511210,festo,9,0,0,0,False,Non-FCC,False,6.8494,7.155865350498192,7.3695,,True,9.65734369805534,0.0091899546282114,0.8383955148397538,2560.0,34603.0,89,0,1,50.305,38.3292,2721805.28,2107543.59,-11.9758,True,0,Small,1,1,1,1,31.0,1,0,1,1,0,0,1,0,1,0,1,0,14,1,356,15,1,5,1,0,0,0,0,0,1.0,1.0,1.0,10.0,-17.0,,,0,0,0,0,0,2021,490,5555.555555555556,0.3284210830335369,0.0031057849306257,0.1626576490514555,0,0,,,,0,Low,5.877735781779639,874761.0,Dataset Current Assignment,MEDIUM,76712.0,3.543676194624412,3.497556591830864,39.01259529936453,,36.51516688981744,31.55970673207759,,
FGX International Inc.,2020-09-23,2020-05-07,2020-06-25 00:00:00,"On September 22, 2020, the New Hampshire Office of the Attorney General was notified by FGX International Inc. of a ransomware attack that occurred between May 7, 2020, and June 25, 2020. Although the attack was blocked, some personal information of 1 New Hampshire resident, including their name and Social Security number, was potentially acquired. FGX is offering two years of complimentary credit monitoring to the affected individual.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,AIG,5272,6200,511210,FGX International Inc.,0,0,0,0,False,Non-FCC,False,10.8131,30.6863898257022,10.3417,,True,9.946849043803232,0.0034262072532161,0.8788525242077508,14697.0,510477.0,139,0,1,86.7042,66.9068,1994041.37,1822201.53,-19.7974,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,0,0,0,0,0,1.0,1.0,1.0,4.0,8.0,,,0,0,0,0,0,2020,620,972.2222222222224,0.4828792895021656,-0.1660965568616475,0.3244879231819065,0,0,,,,0,Low,0.6931471805599453,5272.0,Dataset Current Assignment,MEDIUM,66800.0,10.077672533719074,2.0593344960544435,63.07517104649442,,69.73916229117005,65.23937895791585,,
"Fidelity National Information Services, Inc.",2023-09-19,2023-09-19,2023-09-19 00:00:00,"The Massachusetts Office of Consumer Affairs and Business Regulation reported a data breach involving Fidelity National Information Services, Inc. on September 19, 2023. The breach affected 2 residents and involved compromised Social Security Numbers (SSNs) from electronic records.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,FIS,1136893,7374,518210,"Fidelity National Information Services, Inc.",0,0,0,0,False,Non-FCC,False,1.1472,-7.54183289164696,1.0892,,True,10.38537034431194,-0.1228767685817747,0.6215888304028073,2429.0,53574.0,0,1,0,17.1338,22.9277,1473614.05,1815630.55,5.7939,False,0,Small,15,14,14,14,11.0,1,0,1,0,0,0,1,0,0,0,0,0,6,1,1,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,9.0,-28.0,,,0,0,0,0,0,2023,737,2278.876170655566,-0.4993111728022246,-3.873885586499813,1.687287206848794,1,0,,,,0,Low,0.6931471805599453,1136893.0,SEC EDGAR,HIGH,89003.0,-7.259456301991163,-3.028854918751556,22.19653923147808,,28.723777108658734,27.16496782413797,,
