org_name,reported_date,breach_date,end_breach_date,incident_details,information_affected,organization_type,total_affected,breach_type,Map,cik,sic,naics,nvd_vendor,total_cves,cves_1yr_before,cves_2yr_before,cves_5yr_before,has_stock_data,fcc_category,fcc_reportable,car_5d,car_30d,bhar_5d,bhar_30d,has_crsp_data,firm_size_log,roa,leverage,sales_q,assets,disclosure_delay_days,immediate_disclosure,delayed_disclosure,return_volatility_pre,return_volatility_post,volume_volatility_pre,volume_volatility_post,volatility_change,has_complete_data,large_firm,breach_severity,prior_breaches_total,prior_breaches_1yr,prior_breaches_3yr,prior_breaches_5yr,days_since_last_breach,is_repeat_offender,is_first_breach,pii_breach,health_breach,financial_breach,ip_breach,ransomware,nation_state,insider_threat,ddos_attack,phishing,malware,severity_score,records_severity,records_affected_numeric,combined_severity_score,high_severity_breach,num_breach_types,complex_breach,media_coverage_count,major_outlet_coverage,high_media_coverage,major_outlet_flag,has_media_coverage,executive_change_30d,executive_change_90d,executive_change_180d,num_changes_180d,days_to_first_change,enforcement_type,penalty_amount_usd,enforcement_within_1yr,enforcement_within_2yr,has_enforcement,enforcement_within_365d,cpni_breach,breach_year,sic_3digit,hhi_industry_year,leverage_std,roa_std,governance_weakness_score,weak_governance,strong_governance
E.W. Wylie Corporation,2020-11-16,2020-09-25,2020-10-09 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving E.W. Wylie Corporation on November 16, 2020. The breach was discovered on September 25, 2020, and involved unauthorized access to documents containing the personal information of one New Hampshire resident, including their name and Social Security number.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,PCG,1004980,4900,511210,E.W. Wylie Corporation,0,0,0,0,False,Non-FCC,False,-2.1187,-4.3584,-2.4298,-5.2303,True,8.45516116053914,-0.0180171932362284,0.9652015490391744,4533.0,109229.0,52,0,1,32.9249,38.1746,20393542.8,9772188.54,5.2497,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,1.0,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,28.0,-24.0,,,0,0,0,0,0,2020,490,10000.0,0.8125456616371034,-0.7955956210545065,0.804070641345805,1,0
"Eagle Capital Management, LLC",2021-07-26,2021-04-13,2021-04-13 00:00:00,"The Maryland Office of the Attorney General reported on July 26, 2021, that Eagle Capital Management, LLC experienced a data breach involving unauthorized access to an email account on April 13, 2021. The breach potentially affected the personal information of one Maryland resident, including their name, address, and financial account information.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account information""""]}}}",BSO,1,HACK,COF,927628,6200,511210,"Eagle Capital Management, LLC",0,0,0,0,False,Non-FCC,False,-1.746,15.7938,-1.8038,16.9682,True,10.97024431963587,0.0078203092844123,0.8560874933850767,7552.0,425175.0,104,0,1,27.6154,26.1594,697754.91,684181.05,-1.4559,False,1,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,1.0,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,23.0,-29.0,,,0,0,0,0,0,2021,620,740.7407407407406,0.39596614673648267,-0.037101945304233816,0.21653404602035825,0,0
EatStreet,2019-06-14,2019-05-03,2019-05-17 00:00:00,"On June 14, 2019, the Montana Department of Justice reported a data breach incident involving EatStreet that occurred on May 3, 2019. Unauthorized access to the database exposed payment card information of 25 diners, and the breach was discovered on May 17, 2019.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Billing address"""",""""Email address"""",""""Phone number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card number(s) ending in XXXX"""",""""Expiration date"""",""""Card verification code""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Phone number"""",""""Billing address""""]}}}",BSO,25,HACK,STT,93751,6200,511210,EatStreet,0,0,0,0,False,Non-FCC,False,-1.6106,-18.732,-1.6036,-17.1577,True,10.1182766628912,0.0022248305099591,0.8903438852197677,,228332.0,42,0,1,25.5499,16.3417,1028989.86,537304.49,-9.2082,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,1,0,0,0,11,1,25.0,12,1,4,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2019,620,2500.0,0.5267514154829774,-0.20136454227261896,0.3640579788777982,0,0
"EBSCO Industries, Inc.",2016-08-09,2016-07-16,2016-07-22 00:00:00,"On August 9, 2016, the New Hampshire Department of Justice reported that EBSCO Industries, Inc. experienced a malware intrusion affecting customer payment card information. The malware operated between July 16 and July 22, 2016, and affected one New Hampshire resident, compromising names, billing addresses, email addresses, and credit card numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Names"""",""""Billing addresses"""",""""Email addresses""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Credit card numbers (including CCV numbers)""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,CF,1324404,1000,511210,"EBSCO Industries, Inc.",0,0,0,0,False,Non-FCC,False,-10.4718,-12.6687,-10.1743,-13.6428,True,8.633820946659784,0.0029818550945311,0.5454257073975384,1134.0,15762.0,24,0,0,58.5863,61.5089,1733473.57,4872743.93,2.9226,False,0,Small,1,1,1,1,15.0,1,0,1,0,1,0,1,0,0,0,0,1,11,1,1.0,12,1,4,1,0,0,0,0,0,1.0,1.0,1.0,12.0,18.0,,,0,0,0,0,0,2016,100,5555.555555555556,-0.7900894473760532,-0.17914109558590333,-0.305474175895075,0,0
"EBSCO Industries, Inc.",2016-09-14,2016-07-01,2016-07-22 00:00:00,"The New Hampshire Department of Justice reported that EBSCO Industries, Inc. experienced a security breach with malware operating from July 3 to July 22, 2016, affecting an additional 187 individuals, including 1 resident of New Hampshire. Credit monitoring services were offered to those affected. The breach notification was submitted on September 14, 2016.","{""""Encryption Status"""":""""UNKN"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Protected Classification Characteristics"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]},""""Customer Records"""":{""""Affected"""":""""UNKN"""",""""Examples"""":[]}}}",BSO,187,HACK,CF,1324404,1000,511210,"EBSCO Industries, Inc.",0,0,0,0,False,Non-FCC,False,0.6307,-5.2759,0.4429,-7.4431,True,8.633820946659784,0.0029818550945311,0.5454257073975384,1134.0,15762.0,75,0,1,63.0055,44.9646,2183784.2,1040343.6,-18.0409,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,1,8,1,187.0,9,1,3,1,0,0,0,0,0,0.0,1.0,1.0,12.0,33.0,,,0,0,0,0,0,2016,100,5555.555555555556,-0.7900894473760532,-0.17914109558590333,-0.305474175895075,0,0
EMC Corporation,2014-03-03,2014-01-07,2014-01-30 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving EMC Corporation on March 3, 2014. The breach occurred between January 7, 2014, and January 30, 2014, due to inadvertent disclosure by an EMC vendor, affecting 4 New Hampshire residents. The compromised information included names, Social Security numbers, and addresses.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Address (street/city/state/zip)""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Employer name (EMC)""""]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,4,DISC,AES,874761,4900,511210,emc,395,49,82,117,False,Non-FCC,False,-0.0889,0.3287,-0.1433,0.1272,True,9.257566559485742,-0.0050976219346217,0.8087401945014971,3800.0,40411.0,55,0,1,27.0986,24.5478,7146456.6,2389892.55,-2.5508,True,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,4.0,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,8.0,-25.0,,,0,0,0,0,0,2014,490,10000.0,0.21520194837048084,-0.41632470979499203,0.3157633290827364,0,0
EMJ Corporation,2021-10-08,2021-09-05,2021-09-24 00:00:00,"On October 8, 2021, the New Hampshire Attorney General's Office reported a data breach involving EMJ Corporation, which occurred on September 5, 2021. The breach involved unauthorized access to personal information of 13 New Hampshire residents, potentially including Social Security numbers from Form W-2 documents. Affected individuals were notified and offered complimentary identity monitoring services.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,13,HACK,AES,874761,4900,511210,EMJ Corporation,0,0,0,0,False,Non-FCC,False,-1.1124,-1.8463,-1.104,-1.9099,True,9.762570271263938,0.000806289054626,0.8115011374434877,2700.0,34727.0,33,0,1,25.2753,17.612,2019565.19,1544592.2,-7.6633,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,13.0,9,1,3,1,0,0,0,0,0,1.0,1.0,1.0,7.0,17.0,,,0,0,0,0,0,2021,490,5555.555555555556,0.2257427743396743,-0.24300768180594656,0.23437522807281042,0,0
Ensinger Industries Inc.,2022-01-24,2021-06-13,2021-07-02 00:00:00,"The Maryland Office of the Attorney General reported a data breach involving Ensinger Industries Inc. on January 24, 2022. The breach, which involved unauthorized access to the Ensinger network, potentially affected the personal information of eight Maryland residents, specifically their names and Social Security Numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,8,HACK,CF,1324404,1000,511210,,0,0,0,0,False,Non-FCC,False,-3.524,-13.8361,-3.7365,-13.8483,True,9.183390541685624,0.0125718091749229,0.527932728332362,1048.0,12011.0,225,0,1,30.9547,40.9327,795393.23,969874.53,9.9781,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,8,1,8.0,9,1,3,1,0,0,0,0,0,0.0,1.0,1.0,9.0,37.0,,,0,0,0,0,0,2021,100,1570.2479338842977,-0.8568747637998059,0.10238454780404183,-0.47962965580192385,0,1
"Ensinger Industries, Inc.",2021-05-10,2021-02-08,2021-02-17 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Ensinger Industries, Inc. on May 10, 2021. The breach occurred between February 8, 2021 and February 17, 2021, affecting a total of 77 individuals, with personal information of one Maine resident potentially compromised, including names, Social Security numbers, and dates of birth. Identity theft protection services were offered for 24 months through Kroll.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security number"""",""""Date of birth""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,77,HACK,CF,1324404,1000,511210,"Ensinger Industries, Inc.",0,0,0,0,False,Non-FCC,False,3.9522,5.8816,3.9841,4.9366,True,9.02186367712556,0.0072361307493969,0.533976544955502,1102.0,12023.0,91,0,1,39.9908,42.9506,954352.16,1212727.83,2.9598,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,77.0,7,1,2,1,0,0,0,0,0,1.0,1.0,1.0,6.0,9.0,,,0,0,0,0,0,2021,100,1570.2479338842977,-0.83380046615847,-0.054251270165035136,-0.38977459799671743,0,1
"Ensinger Industries, Inc.",2022-01-24,2021-06-01,2021-07-02 00:00:00,"The Maine Office of the Attorney General reported a data breach involving Ensinger Industries, Inc. on January 24, 2022. The breach, impacting approximately 1,331 individuals, was due to unauthorized access to internal systems occurring between June 13, 2021, and July 2, 2021, potentially exposing individuals' names and Social Security Numbers. Identity theft protection services were offered for 24 months through Kroll.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Social Security Number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security Number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1331,HACK,CF,1324404,1000,511210,"Ensinger Industries, Inc.",0,0,0,0,False,Non-FCC,False,3.4806,-9.0071,3.4943,-9.5767,True,9.183390541685624,0.0125718091749229,0.527932728332362,1048.0,12011.0,237,0,1,29.7173,40.1721,747627.19,977825.42,10.4548,False,0,Small,1,1,1,1,113.0,1,0,1,0,0,0,1,0,1,0,0,0,8,2,1331.0,10,1,3,1,0,0,0,0,0,0.0,1.0,1.0,11.0,-27.0,,,0,0,0,0,0,2021,100,1570.2479338842977,-0.8568747637998059,0.10238454780404183,-0.47962965580192385,0,1
Entercom Communications Corp.,2020-07-24,2019-09-18,2019-09-18 00:00:00,"The Washington State Office of the Attorney General reported a data breach caused by the theft of an external hard drive from an Entercom Communications Corp. employee's rental vehicle on September 18, 2019. The breach notification, submitted on July 24, 2020, indicated that approximately 2,730 Washington residents were affected, and the compromised information included names and Social Security numbers.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Name"""",""""Address"""",""""Social Security number"""",""""Driver's license number"""",""""Washington identification card number"""",""""Email address""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number"""",""""Driver's license number"""",""""Washington identification card number"""",""""Credit card information"""",""""Financial account information""""]},""""Customer Records"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Financial account information"""",""""Credit card information""""]}}}",BSO,2730,PORT,SBAC,1034054,6500,511210,Entercom Communications Corp.,0,0,0,0,False,Non-FCC,False,-1.8502,-5.1512,-1.8985,-5.3484,True,10.14357300001711,0.0034493007379645,1.360254233951118,500.147,9269.415,310,0,1,26.1103,27.232,266434.25,253891.8,1.1217,False,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,1,0,0,0,11,2,2730.0,13,1,4,1,0,0,0,0,0,0.0,1.0,1.0,7.0,-5.0,,,0,0,0,0,0,2019,650,3061.2244897959185,2.3207918252891178,-0.16541861741611857,1.2431052213526181,1,0
"Equifax, Inc.",2014-03-05,2014-01-31,2014-01-31 00:00:00,"The New Hampshire Attorney General's Office reported a data breach involving Equifax, Inc. on March 5, 2014. The breach, discovered on January 31, 2014, involved unauthorized inquiries made from a single IP address, potentially affecting fourteen (14) New Hampshire residents. The specific types of information compromised include credit report details, but further specifics are UNKN.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Home address"""",""""Social Security number"""",""""Account numbers""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""IP address""""]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,14,HACK,EFX,33185,3400,511210,equifax,1,0,0,0,False,Non-FCC,False,0.3065,-2.3294,0.2251,-2.5358,True,9.038611038987929,0.0168946452565034,0.4843498755479196,578.5,4539.9,33,0,1,19.0422,22.3236,239275.02,253744.18,3.2814,True,0,Small,0,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,9,1,14.0,10,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0,0,2014,340,5555.555555555556,-1.0232669262218832,0.22928705421171583,-0.6262769902167995,0,1
"Essex Property Trust, Inc.",2015-04-01,2013-08-13,2014-09-25 00:00:00,"The New Hampshire Office of the Attorney General reported on April 1, 2015, that Essex Property Trust, Inc. experienced a cyber-intrusion affecting its computer networks. The breach potentially involved the personal information of one New Hampshire resident, specifically their name and Social Security number, although there is no evidence that this information was accessed or misused. Essex provided credit-monitoring services to affected individuals as a precaution.","{""""Encryption Status"""":""""Unencrypted"""",""""Categories Affected"""":{""""Personal Identifiers"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""First and last name"""",""""Social Security number""""]},""""Protected Classification Characteristics"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Commercial Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Biometric Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Internet or Network Activity"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Geolocation Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensory Data"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Professional or Employment-Related Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Education Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Inferences Drawn from Personal Information"""":{""""Affected"""":""""No"""",""""Examples"""":[]},""""Sensitive Personal Information"""":{""""Affected"""":""""Yes"""",""""Examples"""":[""""Social Security number""""]},""""Customer Records"""":{""""Affected"""":""""No"""",""""Examples"""":[]}}}",BSO,1,HACK,ESS,920522,6500,511210,"Essex Property Trust, Inc.",0,0,0,0,False,Non-FCC,False,-4.0424,-4.7938,-3.9734,-4.997,True,8.687876714921455,0.0052014252624729,0.6097264715265751,160.014,5058.998,596,0,1,18.8131,22.5259,98217.03,71779.18,3.7128,False,0,Small,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,6,1,1.0,7,1,2,1,0,0,0,0,0,0.0,1.0,1.0,11.0,-12.0,,,0,0,0,0,0,2013,650,10000.0,-0.5445997075983585,-0.1139827106404965,-0.21530849847893102,0,0
