permno,date,ret,vol,ticker
81696,2023-02-24,-0.03561,5192977.0,DISH
81696,2023-02-27,-0.080633,9010565.0,DISH
81696,2023-02-28,-0.064754,15022770.0,DISH
81696,2023-03-01,-0.020158,9284773.0,DISH
81696,2023-03-02,-0.017889,12282061.0,DISH
81696,2023-03-03,0.022769,6826439.0,DISH
81696,2023-03-06,-0.029386,7940835.0,DISH
81696,2023-03-07,0.040367,11447527.0,DISH
81696,2023-03-08,-0.012346,7032085.0,DISH
81696,2023-03-09,0.008036,7188004.0,DISH
81696,2023-03-10,-0.067316,9397395.0,DISH
81696,2023-03-13,-0.023742,7265008.0,DISH
81696,2023-03-14,-0.027237,8154699.0,DISH
81696,2023-03-15,-0.012,9817109.0,DISH
81696,2023-03-16,-0.035425,9136233.0,DISH
81696,2023-03-17,-0.045121,13349383.0,DISH
81696,2023-03-20,-0.012088,8698921.0,DISH
81696,2023-03-21,0.065629,9278851.0,DISH
81696,2023-03-22,-0.057411,6291158.0,DISH
81696,2023-03-23,-0.021041,7028120.0,DISH
81696,2023-03-24,-0.010181,9940814.0,DISH
81696,2023-03-27,-0.017143,9721249.0,DISH
81696,2023-03-28,0.009302,9506837.0,DISH
81696,2023-03-29,0.048387,8730291.0,DISH
81696,2023-03-30,-0.00989,8057168.0,DISH
81696,2023-03-31,0.035516,6477879.0,DISH
81696,2023-04-03,-0.030011,6735478.0,DISH
81696,2023-04-04,-0.044199,12577793.0,DISH
81696,2023-04-05,-0.013873,6396861.0,DISH
81696,2023-04-06,0.028136,9116183.0,DISH
81696,2023-04-10,0.010262,5422177.0,DISH
81696,2023-04-11,0.006772,6053069.0,DISH
81696,2023-04-12,-0.09417,11325473.0,DISH
81696,2023-04-13,0.032178,8445658.0,DISH
81696,2023-04-14,-0.059952,8980826.0,DISH
81696,2023-04-17,0.040816,7391664.0,DISH
81696,2023-04-18,-0.046569,7079821.0,DISH
81696,2023-04-19,0.006427,8887176.0,DISH
81696,2023-04-20,-0.038314,8536642.0,DISH
81696,2023-04-21,0.00664,7085418.0,DISH
81696,2023-04-24,-0.011873,6205186.0,DISH
81696,2023-04-25,-0.068091,10619419.0,DISH
81696,2023-04-26,-0.004298,6877228.0,DISH
81696,2023-04-27,0.053238,7273321.0,DISH
81696,2023-04-28,0.025956,6952465.0,DISH
81696,2023-05-01,-0.013316,7443309.0,DISH
81696,2023-05-02,-0.049933,9200126.0,DISH
81696,2023-05-03,-0.007102,9754099.0,DISH
81696,2023-05-04,-0.048641,11241069.0,DISH
81696,2023-05-05,0.070677,13877624.0,DISH
81696,2023-05-08,0.021067,16046910.0,DISH
81696,2023-05-09,-0.111417,19462866.0,DISH
81696,2023-05-10,-0.02709,13759054.0,DISH
81696,2023-05-11,-0.008751,14338751.0,DISH
81696,2023-05-12,-0.011236,14502099.0,DISH
81696,2023-05-15,0.066559,12286726.0,DISH
81696,2023-05-16,-0.013699,11746951.0,DISH
81696,2023-05-17,0.058642,10384865.0,DISH
81696,2023-05-18,0.014577,10154832.0,DISH
81696,2023-05-19,-0.037356,7711485.0,DISH
81696,2023-05-22,0.01194,6167395.0,DISH
81696,2023-05-23,-0.026549,6357509.0,DISH
81696,2023-05-24,-0.056061,10931725.0,DISH
81696,2023-05-25,0.070626,25547044.0,DISH
81696,2023-05-26,-0.001499,12399234.0,DISH
81696,2023-05-30,0.007508,12214414.0,DISH
81696,2023-05-31,-0.041729,26303549.0,DISH
81696,2023-06-01,-0.023328,14594292.0,DISH
81696,2023-06-02,0.16242,43601227.0,DISH
81696,2023-06-05,-0.027397,17882764.0,DISH
81696,2023-06-06,0.061972,9980425.0,DISH
81696,2023-06-07,0.03183,10310803.0,DISH
81696,2023-06-08,-0.044987,9601537.0,DISH
81696,2023-06-09,-0.118439,21372914.0,DISH
81696,2023-06-12,0.007634,12228597.0,DISH
81696,2023-06-13,-0.009091,12889085.0,DISH
81696,2023-06-14,-0.035168,18216187.0,DISH
81696,2023-06-15,-0.011094,14965953.0,DISH
81696,2023-06-16,0.036859,79216733.0,DISH
81696,2023-06-20,0.02473,16661979.0,DISH
81696,2023-06-21,-0.042232,13235520.0,DISH
81696,2023-06-22,0.0,12296826.0,DISH
81696,2023-06-23,-0.051969,14164250.0,DISH
81696,2023-06-26,0.0,11823172.0,DISH
81696,2023-06-27,0.05814,11094768.0,DISH
81696,2023-06-28,0.036107,10991581.0,DISH
81696,2023-06-29,0.013636,9253991.0,DISH
81696,2023-06-30,-0.014948,10696023.0,DISH
81696,2023-07-03,0.027314,4582951.0,DISH
81696,2023-07-05,-0.001477,9196774.0,DISH
81696,2023-07-06,0.007396,12039924.0,DISH
81696,2023-07-07,0.069016,10358327.0,DISH
81696,2023-07-10,-0.027473,11207994.0,DISH
81696,2023-07-11,0.024011,7643105.0,DISH
81696,2023-07-12,-0.002759,7881724.0,DISH
81696,2023-07-13,-0.015214,8267143.0,DISH
81696,2023-07-14,-0.071629,9985507.0,DISH
81696,2023-07-17,-0.02118,9657075.0,DISH
81696,2023-07-18,0.040186,10705249.0,DISH
81696,2023-07-19,0.049034,8081040.0,DISH
81696,2023-07-20,0.026912,8468825.0,DISH
81696,2023-07-21,0.026207,14343682.0,DISH
81696,2023-07-24,0.043011,10454791.0,DISH
81696,2023-07-25,-0.005155,16134865.0,DISH
81696,2023-07-26,-0.064767,26530069.0,DISH
81696,2023-07-27,-0.033241,10237394.0,DISH
81696,2023-07-28,0.116046,14073917.0,DISH
81696,2023-07-31,0.017972,8610595.0,DISH
81696,2023-08-01,-0.021438,6523156.0,DISH
81696,2023-08-02,-0.045103,7417554.0,DISH
81696,2023-08-03,0.018893,5092910.0,DISH
81696,2023-08-04,0.005298,7170857.0,DISH
81696,2023-08-07,0.006588,5820906.0,DISH
81696,2023-08-08,0.09555,26220084.0,DISH
81696,2023-08-09,-0.011947,16901455.0,DISH
81696,2023-08-10,-0.013301,12727550.0,DISH
81696,2023-08-11,-0.012255,6578395.0,DISH
81696,2023-08-14,-0.032258,9941319.0,DISH
81696,2023-08-15,-0.030769,7919946.0,DISH
81696,2023-08-16,-0.059524,8901915.0,DISH
81696,2023-08-17,-0.026723,9888062.0,DISH
81696,2023-08-18,-0.033237,8185874.0,DISH
81696,2023-08-21,-0.043348,10919058.0,DISH
81696,2023-08-22,-0.010938,7861477.0,DISH
81696,2023-08-23,0.0,5423334.0,DISH
81696,2023-08-24,-0.015798,6066846.0,DISH
81696,2023-08-25,-0.036918,8831552.0,DISH
81696,2023-08-28,0.006667,5554036.0,DISH
81696,2023-08-29,0.011589,7834166.0,DISH
81696,2023-08-30,-0.016367,8397397.0,DISH
81696,2023-08-31,-0.001664,8075450.0,DISH
81696,2023-09-01,-0.006667,8051589.0,DISH
81696,2023-09-05,0.025168,11684647.0,DISH
81696,2023-09-06,0.016367,10825804.0,DISH
81696,2023-09-07,-0.032206,9012550.0,DISH
81696,2023-09-08,0.048253,8391764.0,DISH
81696,2023-09-11,-0.025397,6597489.0,DISH
81696,2023-09-12,-0.001629,5770500.0,DISH
81696,2023-09-13,0.021207,6603195.0,DISH
81696,2023-09-14,0.089457,10013845.0,DISH
81696,2023-09-15,-0.041056,13628427.0,DISH
81696,2023-09-18,-0.024465,6327954.0,DISH
81696,2023-09-19,0.015674,6317897.0,DISH
81696,2023-09-20,-0.010803,5322495.0,DISH
81696,2023-09-21,-0.00936,5767434.0,DISH
81696,2023-09-22,-0.012598,5823069.0,DISH
81696,2023-09-25,-0.014354,6041940.0,DISH
81696,2023-09-26,-0.074434,10964871.0,DISH
81696,2023-09-27,0.0,6161664.0,DISH
81696,2023-09-28,0.033217,6591522.0,DISH
81696,2023-09-29,-0.00846,5097009.0,DISH
81696,2023-10-02,-0.046075,8089956.0,DISH
81696,2023-10-03,-0.078712,14585998.0,DISH
81696,2023-10-04,-0.033981,10021570.0,DISH
81696,2023-10-05,0.041206,12344205.0,DISH
81696,2023-10-06,-0.034749,7726215.0,DISH
81696,2023-10-09,0.024,8118523.0,DISH
81696,2023-10-10,0.005859,6527799.0,DISH
81696,2023-10-11,-0.015534,3984188.0,DISH
81696,2023-10-12,0.011834,5545600.0,DISH
81696,2023-10-13,-0.019493,8066891.0,DISH
81696,2023-10-16,-0.013917,6353854.0,DISH
81696,2023-10-17,0.012097,6262448.0,DISH
81696,2023-10-18,0.005976,6308879.0,DISH
81696,2023-10-19,-0.019802,7522028.0,DISH
81696,2023-10-20,0.008081,6497864.0,DISH
81696,2023-10-23,-0.046092,8064117.0,DISH
81696,2023-10-24,0.027311,5839834.0,DISH
81696,2023-10-25,-0.022495,4678704.0,DISH
81696,2023-10-26,0.016736,5057962.0,DISH
81696,2023-10-27,-0.037037,5945398.0,DISH
81696,2023-10-30,0.021368,5188747.0,DISH
81696,2023-10-31,0.025105,4836541.0,DISH
81696,2023-11-01,-0.002041,6689400.0,DISH
81696,2023-11-02,0.067485,6252516.0,DISH
81696,2023-11-03,0.051724,12121527.0,DISH
81696,2023-11-06,-0.374317,71500070.0,DISH
81696,2023-11-07,0.02329,36155602.0,DISH
81696,2023-11-08,0.038407,21401473.0,DISH
81696,2023-11-09,-0.057534,16463678.0,DISH
81696,2023-11-10,0.0,10897777.0,DISH
81696,2023-11-13,-0.031977,9004118.0,DISH
81696,2023-11-14,0.036036,10751419.0,DISH
81696,2023-11-15,0.002899,9802782.0,DISH
81696,2023-11-16,-0.040463,11126407.0,DISH
81696,2023-11-17,0.075301,12730154.0,DISH
81696,2023-11-20,0.022409,10112552.0,DISH
81696,2023-11-21,0.0,7760772.0,DISH
81696,2023-11-22,0.0,4652391.0,DISH
81696,2023-11-24,0.00274,1612462.0,DISH
81696,2023-11-27,0.010929,5479543.0,DISH
81696,2023-11-28,-0.043243,7118304.0,DISH
81696,2023-11-29,0.028249,10962897.0,DISH
81696,2023-11-30,0.005495,6422760.0,DISH
81696,2023-12-01,0.071038,7935672.0,DISH
81696,2023-12-04,0.0,7858813.0,DISH
81696,2023-12-05,-0.020408,6830383.0,DISH
81696,2023-12-06,0.03125,7804971.0,DISH
81696,2023-12-07,0.098485,10697358.0,DISH
81696,2023-12-08,0.050575,9681122.0,DISH
81696,2023-12-11,-0.02407,7317778.0,DISH
81696,2023-12-12,-0.038117,5857320.0,DISH
81696,2023-12-13,0.034965,5804243.0,DISH
81696,2023-12-14,0.085586,7543170.0,DISH
81696,2023-12-15,-0.029046,10883164.0,DISH
81696,2023-12-18,-0.008547,4889849.0,DISH
81696,2023-12-19,0.051724,5638427.0,DISH
81696,2023-12-20,-0.022541,5411975.0,DISH
81696,2023-12-21,0.025157,5236347.0,DISH
81696,2023-12-22,0.022495,4074315.0,DISH
81696,2023-12-26,0.04,5391703.0,DISH
81696,2023-12-27,0.019231,11809768.0,DISH
81696,2023-12-28,0.067925,16666960.0,DISH
81696,2023-12-29,0.019435,50623908.0,DISH
